Name,Link,Distributer,Developer,Release Date,Also On,Summary,Metascore,Meta Status,# of Critic Reviews,Critic Positive,Critic Mixed,Critic Negative,Userscore,Userscore Status,# of User Reviews,User Positive,User Mixed,User Negative,Genres,# Of Players,Rating,Awards
pinball-fx3-bethesda-pinball,https://www.metacritic.com/game/switch/pinball-fx3-bethesda-pinball,Zen Studios,Zen Studios,"Apr 4, 2018","PC, PlayStation 4, Xbox One",,80.0,generally favorable reviews,8.0,6.0,2.0,0.0,8.0,generally favorable reviews,6.0,0.0,0.0,0.0,"Action, Pinball",,,#84 Best Switch Game of 2018
assassins-creed-the-rebel-collection,https://www.metacritic.com/game/switch/assassins-creed-the-rebel-collection,Ubisoft,Ubisoft,"Dec 6, 2019",,"Become the most feared pirate in the Caribbean in Assassin’s Creed IV Black Flag. Take part in an award-winning naval experience and explore a massive open world. Become the ultimate assassin hunter in Assassin’s Creed® Rogue, and play as a Templar for the first time in franchise history. Experience enhanced features like Handheld Mode, HD Rumble, Touch Screen Interface, and Motion Control Aiming. Collapse",80.0,generally favorable reviews,25.0,21.0,4.0,0.0,8.0,generally favorable reviews,121.0,30.0,8.0,3.0,"Miscellaneous, Compilation",,M,"#72 Best Switch Game of 2019
#38 Most Discussed Switch Game of 2019"
fire-emblem-engage,https://www.metacritic.com/game/switch/fire-emblem-engage,Nintendo,Intelligent Systems,"Jan 20, 2023",,"In a war against the Fell Dragon, four kingdoms worked together with heroes from other worlds to seal away this great evil. One-thousand years later, this seal has weakened and the Fell Dragon is about to reawaken. As a Divine Dragon, use rich strategies and robust customization to meet your destiny—to collect Emblem Rings and bring peace back to the Continent of Elyos.

Team up with iconic heroes from past Fire Emblem games

Summon valiant heroes like Marth and Celica with the power of Emblem Rings and add their power to yours in this brand-new Fire Emblem story. Aside from merging appearances, Engaging lets you inherit weapons, skills, and more from these battle-tested legends. The turn-based, tactical battle system returns with a fresh cast of characters you can customize and Engage to carefully craft your strategy. Collapse",80.0,generally favorable reviews,121.0,95.0,26.0,0.0,6.6,mixed or average reviews,670.0,204.0,59.0,105.0,"Strategy, Turn-Based, Tactics",No Online Multiplayer,T,"#7 Best Switch Game of 2023
#1 Most Discussed Switch Game of 2023"
n++,https://www.metacritic.com/game/switch/n++,Metanet Software Inc.,Metanet Software Inc.,"May 24, 2018",,,80.0,generally favorable reviews,10.0,8.0,2.0,0.0,7.7,generally favorable reviews,19.0,4.0,0.0,1.0,"Action, Platformer, 2D",No Online Multiplayer,E10+,#85 Best Switch Game of 2018
sakuna-of-rice-and-ruin,https://www.metacritic.com/game/switch/sakuna-of-rice-and-ruin,XSEED Games,Edelweiss,"Nov 10, 2020","PC, PlayStation 4","Sakuna: Of Rice and Ruin combines side-scrolling action with deep crafting and farming simulation. Players take on the role of Sakuna, a spoiled harvest goddess banished to a dangerous island with a group of outcast humans. As she explores the beautiful, forbidding environments of the island, she will also find a home in a mountain village, proving herself worthy of her title by harvesting rice and bettering the lives of humans. In addition to being a fresh take on Japanese mythology and a love letter to action games, Sakuna: Of Rice and Ruin is an ode to rice and an engrossing simulation of the craft behind the agriculture. Collapse",80.0,generally favorable reviews,29.0,22.0,7.0,0.0,8.2,generally favorable reviews,70.0,21.0,1.0,4.0,"Role-Playing, Action RPG",No Online Multiplayer,T,"#56 Best Switch Game of 2020
#43 Most Discussed Switch Game of 2020"
crown-trick,https://www.metacritic.com/game/switch/crown-trick,NExT Studios,NExT Studios,"Oct 16, 2020","PC, PlayStation 4, Xbox One","Enter a labyrinth that moves as you move, where mastering the elements is key to defeating enemies and uncovering the mysteries of this underground world. With a new experience awaiting every time you enter the dungeon, let the power bestowed by the crown guide you in this challenging adventure.",80.0,generally favorable reviews,8.0,8.0,0.0,0.0,7.7,generally favorable reviews,10.0,1.0,1.0,1.0,"Role-Playing, Roguelike",No Online Multiplayer,,#57 Best Switch Game of 2020
the-banner-saga-1,https://www.metacritic.com/game/switch/the-banner-saga-1,Stoic,Stoic,"May 17, 2018","iPhone/iPad, PC, PlayStation 4, Xbox One","The Banner Saga is an epic role-playing game inspired by Viking legend. Hand-painted landscapes portray a world eerily suspended in perpetual twilight. Cities and towns begin to crumble into chaos. Heroes abandon their hearths and homes to traverse the snowy countryside, gaining allies along the way to help battle a strange, new threat.

Decisions have consequences; wise choices must be made when conversing with possible allies during intricately crafted dialogues. Turn-based strategy brings tactical challenge in hand-animated battle sequences. With visuals evocative of the golden age of animation, The Banner Saga brings skillfully crafted art, story and strategy to gamers waiting to re-experience classic adventures and tactics. Collapse",80.0,generally favorable reviews,16.0,13.0,3.0,0.0,8.0,generally favorable reviews,62.0,8.0,3.0,2.0,"Strategy, Turn-Based, Tactics",No Online Multiplayer,T,#86 Best Switch Game of 2018
pokemon-sword-shield-dual-pack,https://www.metacritic.com/game/switch/pokemon-sword-shield-dual-pack,Nintendo,Game Freak,"Nov 15, 2019",,"A new generation of Pokémon has come to the Nintendo Switch system. Become a Pokémon Trainer, embark on a new journey in the new Galar region, and unravel the mystery behind the Legendary Pokémon Zacian and Zamazenta! Explore the Wild Area, a vast expanse of land where the player can freely control the camera. And participate in Max Raid Battles** in which players will face off against gigantic and super-strong Pokémon known as Dynamax Pokémon. Begin your adventure by choosing one of three new partner Pokémon: Grookey, Scorbunny, or Sobble and encounter new and familiar Pokémon as you catch, battle, and trade. Players can control the camera and explore the vast areas around them in the Wild Area. Team up with other players locally or online in the new multiplayer co-op Max Raid Battles. Trainers who possess the special item Dynamax Band can Dynamax their own Pokémon. Get ready for the next Pokémon adventure in the Pokémon Sword and Pokémon Shield games.

* Catch, battle, and trade Pokémon on an all-new adventure in the Galar region
* Choose from three new partner Pokémon and encounter never-before-seen Pokémon
* Unravel the mystery behind the Legendary Pokémon Zacian and Zamazenta!
* Players can control the camera in the vast Wild Area
* Team up with other Trainers to participate in Max Raid Battles**!
* Battle wild Dynamax Pokémon in Max Raid Battles and try catching them**

** Nintendo Switch Online membership (sold separately) and Nintendo Account required for online play. Not available in all countries. Internet access required for online features. Terms apply. nintendo.com/switch-online ** Collapse",80.0,generally favorable reviews,86.0,66.0,20.0,0.0,4.4,generally unfavorable reviews,399.0,27.0,8.0,91.0,"Role-Playing, Trainer",4,E,"#73 Best Switch Game of 2019
#15 Most Discussed Switch Game of 2019"
new-super-mario-bros-u-deluxe,https://www.metacritic.com/game/switch/new-super-mario-bros-u-deluxe,Nintendo,Nintendo,"Jan 11, 2019",,"Join Mario, Luigi, and pals for single-player or multiplayer fun anytime, anywhere. Take on two family-friendly, side-scrolling adventures with up to three friends* as you try to save the Mushroom Kingdom. Includes the New Super Mario Bros. U and harder, faster New Super Luigi U games—both of which include Nabbit and Toadette as playable characters. Two games in one. Simple, straightforward controls, new playable characters optimized for younger and less-experienced players, and a wealth of bonus content—like a Hints gallery and helpful reference videos**—make this a perfect choice for anyone looking to introduce their family to the wonderful world of Mario. All a player needs is one Joy-Con controller, so two people can team up right out of the box! Tackle 164 platforming courses in the two main game modes and enjoy extra replayability with three additional game modes in which you can also play as a Mii character: Challenges, Boost Rush, and Coin Battle. Collapse",80.0,generally favorable reviews,70.0,59.0,11.0,0.0,6.9,mixed or average reviews,359.0,53.0,38.0,20.0,"Action, Platformer, 2D",No Online Multiplayer,E,"#74 Best Switch Game of 2019
#16 Most Discussed Switch Game of 2019
#2 Most Shared Switch Game of 2019"
xenoblade-chronicles-2-torna-the-golden-country,https://www.metacritic.com/game/switch/xenoblade-chronicles-2-torna-the-golden-country,Nintendo,Monolith Soft,"Sep 14, 2018",,"Guide a group of legendary warriors on a journey through the tragic history that doomed a kingdom and drove a hero down a dark path 500 years before the events of the Xenoblade Chronicles 2 game. Defend yourself from Malos and his forces using all the fury of this refined battle system, allowing you to fight as both the artificial lifeforms known as Blades and their masters, the Drivers. Collapse",80.0,generally favorable reviews,41.0,35.0,6.0,0.0,8.5,generally favorable reviews,417.0,74.0,7.0,8.0,"Role-Playing, Action RPG",,T,"#87 Best Switch Game of 2018
#19 Most Discussed Switch Game of 2018
#89 Most Shared Switch Game of 2018"
south-park-the-fractured-but-whole,https://www.metacritic.com/game/switch/south-park-the-fractured-but-whole,Ubisoft,Ubisoft San Francisco,"Apr 24, 2018","PC, PlayStation 4, Xbox One","
From the creators of South Park, Trey Parker and Matt Stone, comes South Park: The Fractured but Whole, a sequel to 2014's award-winning South Park: The Stick of Truth.

Players will once again assume the role of the New Kid, and join South Park favorites Stan, Kyle, Kenny and Cartman in a new hilarious and outrageous RPG adventure.
In South Park: The Fractured but Whole, players will delve into the crime-ridden underbelly of South Park with Coon and Friends. This dedicated group of crime fighters was formed by Eric Cartman whose superhero alter-ego, The Coon, is half man, half raccoon. As the New Kid, players will join Mysterion, Toolshed, Human Kite, Mosquito, Mint Berry Crunch and a host of others to battle the forces of evil while Coon strives to make his team the most beloved superheroes in history. Collapse",80.0,generally favorable reviews,32.0,29.0,3.0,0.0,7.8,generally favorable reviews,161.0,31.0,5.0,5.0,"Role-Playing, General",No Online Multiplayer,M,"#88 Best Switch Game of 2018
#42 Most Discussed Switch Game of 2018
#40 Most Shared Switch Game of 2018"
final-fantasy-viii-remastered,https://www.metacritic.com/game/switch/final-fantasy-viii-remastered,Square Enix,Square Enix,"Sep 3, 2019","iPhone/iPad, PC, PlayStation 4, Xbox One","In a world where an ancient energy known as the Sorceress Power is passed down through generations, the peace of the realm is threatened when the evil Sorceress Edea takes power as ruler of the Galbadia Republic. Squall, a member of Balamb Garden Military Academy's elite mercenary force SeeD, other allies from the Garden, and Rinoa, a member of the resistance, join together on a journey to fight against Sorceress Edea, who shows hostility toward the Garden. [Square Enix] Collapse",80.0,generally favorable reviews,12.0,9.0,3.0,0.0,7.1,mixed or average reviews,86.0,8.0,7.0,6.0,"Role-Playing, Japanese-Style",No Online Multiplayer,T,"#75 Best Switch Game of 2019
#80 Most Discussed Switch Game of 2019"
boomerang-x,https://www.metacritic.com/game/switch/boomerang-x,Devolver Digital,DANG!,"Jul 8, 2021",PC,"Whispers bubble from fresh cracks in the ground, echoing through the abandoned depths and primordial woods. A black flow cuts through stone and threatens to spill once more across the world. The ancient tetraform calls, and with it come unearthly powers. Catapult yourself through the air, use the power drawn from fallen creatures to slow time, and cut through the swarms of dark beings with a razor-edge boomerang. Travel through once bustling locales, sacrificed to hide a myth, and descend the Godpath into the lost realms below. Cleanse these halls and ensure that whatever lies beneath doesn’t come back.
Collapse",80.0,generally favorable reviews,15.0,10.0,5.0,0.0,6.5,mixed or average reviews,10.0,4.0,2.0,1.0,"General, Action, Shooter, First-Person, Arcade",No Online Multiplayer,E10+,#64 Best Switch Game of 2021
okunoka,https://www.metacritic.com/game/switch/okunoka,Caracal Games,Caracal Games,"Nov 30, 2018",,,80.0,generally favorable reviews,7.0,6.0,1.0,0.0,7.7,generally favorable reviews,17.0,0.0,0.0,0.0,"Action, Platformer, 2D",No Online Multiplayer,,#89 Best Switch Game of 2018
the-banner-saga-2,https://www.metacritic.com/game/switch/the-banner-saga-2,Stoic,Stoic,"Jun 7, 2018","iPhone/iPad, PC, PlayStation 4, Xbox One",The award winning and BAFTA nominated saga continues in The Banner Saga 2. Continue your journey soon after the climactic events of The Banner Saga. The choices you made in the first game will affect who is alive and who is dead in this exciting sequel.,80.0,generally favorable reviews,15.0,12.0,3.0,0.0,8.0,generally favorable reviews,31.0,2.0,0.0,0.0,"Strategy, Turn-Based, Tactics",No Online Multiplayer,T,#90 Best Switch Game of 2018
pokemon-shield,https://www.metacritic.com/game/switch/pokemon-shield,Nintendo,Game Freak,"Nov 15, 2019",,"Pokémon Sword and Pokémon Shield are set in Galar, an expansive region with many environments—idyllic countryside, contemporary cities, thick forests, and craggy, snow-covered mountains. The people and Pokémon live together in this region, and they’ve worked together to develop the industries here. You’ll visit the various Gyms in the Galar region, aiming for the enviable and admirable title of Champion. [Nintendo]
Collapse",80.0,generally favorable reviews,89.0,69.0,20.0,0.0,4.7,generally unfavorable reviews,3393.0,460.0,239.0,804.0,"Role-Playing, Trainer",4,E,"#76 Best Switch Game of 2019
#3 Most Discussed Switch Game of 2019"
sega-ages-thunder-force-ac,https://www.metacritic.com/game/switch/sega-ages-thunder-force-ac,Sega,"M2, TechnoSoft","May 28, 2020",,"Fasten your seatbelts! It's gonna be an eye popping, pulse pounding, mind blowing ride! Your super-powered starship is under attack on land, air and sea in this Action/Arcade thriller. But you're prepared to go out with a bang. Zap! Blast your way through a fire storm. Splash! Use the wave weapon to pulverize an enemy. It's an 8-stage intergalactic fight to the finish. And even the multi-level scrolling and haunting sound effects are out of this world. Boss characters with the most chillingly realistic graphics try to show you who's the boss. But if you're quick enough and smart enough, you can prevail. Collapse",80.0,generally favorable reviews,11.0,10.0,1.0,0.0,tbd,no user score yet,,,,,"Action, Shooter, Shoot-'Em-Up, Horizontal",No Online Multiplayer,E,#58 Best Switch Game of 2020
zombie-army-4-dead-war,https://www.metacritic.com/game/switch/zombie-army-4-dead-war,Rebellion,Rebellion,"Apr 26, 2022","PC, PlayStation 4, Stadia, Xbox One","
The resistance have defeated Zombie Hitler and cast him into Hell but the dead rise once again with greater hunger than before.

Continue the alternate history of Zombie Army Trilogy in huge new levels, and uncover a sinister plan that takes the Survivor Brigade across Italy and beyond!

Fight the forces of darkness in corpse-riddled canals, survive a Zombie Zoo, and journey to dark, inexplicable places no person has been before and lived to tell the tale! Collapse",80.0,generally favorable reviews,12.0,10.0,2.0,0.0,6.9,mixed or average reviews,7.0,3.0,0.0,2.0,"Action, Shooter, Third-Person, Arcade",4,M,"#64 Best Switch Game of 2022
#93 Most Discussed Switch Game of 2022"
the-longing,https://www.metacritic.com/game/switch/the-longing,,,,,,,,,,,,,,,,,,,,,
the-end-is-nigh,https://www.metacritic.com/game/switch/the-end-is-nigh,Nicalis,Nicalis,"Dec 12, 2017","PC, PlayStation 4","The End Is Nigh is a sprawling adventure platformer where the player takes control over Ash, one of few ""things"" that have ""survived"" the ""end of the world."" Follow Ash as he flops his way through a future of pain and suffering. Feel his stress levels rise as you throw him into an endless swarm of decaying, mutant animal-like creatures and help aid his final epic quest...to simply make a friend (out of pieces of people he finds along his journey). [Nintendo] Collapse",80.0,generally favorable reviews,14.0,12.0,2.0,0.0,8.1,generally favorable reviews,50.0,13.0,2.0,1.0,"Action, Platformer, 2D",No Online Multiplayer,M,"#44 Best Switch Game of 2017
#68 Most Discussed Switch Game of 2017
#84 Most Shared Switch Game of 2017"
saviors-of-sapphire-wings-stranger-of-sword-city-revisited,https://www.metacritic.com/game/switch/saviors-of-sapphire-wings-stranger-of-sword-city-revisited,NIS America,"NIS America, Experience Inc.","Mar 16, 2021",PC,"Discover a tale of war, darkness, and the power of bonds, coming to the West for the first time! The world is plunged into ruin after Ol=Ohma, the Overlord of Darkness defeats the Knights of the Round, the last bastion of defense for mankind. 100 years later, a fallen hero returns to life and must lead a new generation of heroes to defeat Ol=Ohma’s forces and restore light and hope to the world. Explore dungeons, use traps and combat prowess to defeat powerful monsters, and bond with your allies to unlock their true potential in this RPG gem. If you enjoyed your adventures in Saviors of Sapphire Wings, you can also dive into the world of Stranger of Sword City Revisited! Brimming with additional content such as expanded character creation options, in-game events, and new items and equipment, this remastered version of the original dungeon-crawling hit is bundled with Saviors of Sapphire Wings as a bonus game. Collapse",80.0,generally favorable reviews,14.0,12.0,2.0,0.0,7.7,generally favorable reviews,6.0,1.0,0.0,0.0,"Miscellaneous, Compilation",No Online Multiplayer,T,#66 Best Switch Game of 2021
ironcast,https://www.metacritic.com/game/switch/ironcast,Ripstone,Dreadbit,"Aug 10, 2017","PC, PlayStation 4, Xbox One","Ironcast is a game of steampunk mech combat, set in a fictional version of the Victorian Era. Inspired by science fiction writers such as H.G. Wells and Jules Verne, Ironcast is set in an exciting alternative history; a time when refined men and women in top hats and bonnets commanded gigantic walking war machines, laying waste to the enemies of the British Empire! Collapse",80.0,generally favorable reviews,14.0,11.0,3.0,0.0,7.9,generally favorable reviews,20.0,3.0,2.0,0.0,"Puzzle, Matching",No Online Multiplayer,E10+,#45 Best Switch Game of 2017
doom-eternal,https://www.metacritic.com/game/switch/doom-eternal,Bethesda Softworks,"id Software, Panic Button","Dec 8, 2020","PC, PlayStation 4, PlayStation 5, Stadia, Xbox One, Xbox Series X","The demonic invasion is still in progress. Announced at the 2018 Bethesda E3 Showcase, DOOM Eternal is the direct sequel to the award-winning and best-selling DOOM (2016). Developed by id Software, DOOM Eternal will deliver the ultimate combination of speed and power, along with the next leap in push-forward, first-person combat. Collapse",80.0,generally favorable reviews,47.0,42.0,5.0,0.0,8.6,generally favorable reviews,265.0,103.0,4.0,5.0,"Action, Shooter, First-Person, Arcade",3,M,"#59 Best Switch Game of 2020
#8 Most Discussed Switch Game of 2020"
mega-man-x-legacy-collection-1-+-2,https://www.metacritic.com/game/switch/mega-man-x-legacy-collection-1-+-2,Capcom,Capcom,"Jul 24, 2018","PC, PlayStation 4, Xbox One","The celebrated Mega Man X series comes to PlayStation 4, Xbox One, Nintendo Switch, and PC! Play as Mega Man X the powerful evolution of classic fighting robot Mega Man as he battles a variety of deadly bosses known as Mavericks in eight exhilarating action-platformer games. Mega Man X Legacy Collection includes the legendary 16-bit titles and the series' exciting foray into 32-bits: Mega Man X, Mega Man X2, Mega Man X3, and Mega Man X4. The heroic robot grows stronger as he takes down Mavericks and steals their weapons, and also has the ability to dash and wall jump for thrilling, fast-paced combat. Mega Man X's mysterious friend, Zero, also joins the fray as a playable character later in this collection.

Mega Man X Legacy Collection 2 also spans two gaming eras, showcasing the evolution of the series with Mega Man X5, Mega Man X6, Mega Man X7, and Mega Man X8. A third playable character, Axl, joins the cast in Mega Man X7 and Mega Man X8 as the series jumps into a new realm of 3D character models and environments.

In addition to eight iconic Mega Man X titles, both Mega Man X Legacy Collection and Mega Man Legacy Collection 2 come with an armory of new features. Test your Maverick-hunting skills in the new X Challenge mode, which pits players against two deadly bosses in a series of two-on-one battles. Think you can take down the slippery Chill Penguin and hulking Frost Walrus simultaneously? Give it your best shot! Additionally, Mega Man X Legacy Collection includes a huge museum filled with rare production art, catalogs of classic merchandise, a playlist of nostalgic commercials, and more. The collection also includes an animated a prequel film starring the origins of Mega Man X villain, Sigma. Collapse",80.0,generally favorable reviews,17.0,15.0,2.0,0.0,8.2,generally favorable reviews,101.0,8.0,2.0,3.0,"Miscellaneous, Compilation",No Online Multiplayer,T,#91 Best Switch Game of 2018
monster-hunter-generations-ultimate,https://www.metacritic.com/game/switch/monster-hunter-generations-ultimate,Capcom,Capcom,"Aug 28, 2018",,"This critically acclaimed action RPG series makes its debut on Nintendo Switch. Take on epic hunts on the go or from the comfort of your own home! Choose from 14 different weapon types, mix and match them with unique Hunting Styles and Hunter Arts, or even play as an adorable but ferocious Felyne in Prowler Mode! Featuring the largest cast of monsters for any game in the series, from returning fan favourites to mysterious never-before-seen monsters. You can join up to three other players for co-op multiplayer action, either online or in person using local wireless. Join the hunt in Monster Hunter Generations Ultimate for Nintendo Switch.
Collapse",80.0,generally favorable reviews,52.0,43.0,9.0,0.0,8.4,generally favorable reviews,177.0,36.0,2.0,3.0,"Role-Playing, Action RPG",4,T,"#92 Best Switch Game of 2018
#41 Most Discussed Switch Game of 2018
#32 Most Shared Switch Game of 2018"
a-little-golf-journey,https://www.metacritic.com/game/switch/a-little-golf-journey,Playtonic Friends,Okidokico,"Oct 14, 2021",PC,"A Little Golf Journey is a relaxing adventure golf experience played on beautiful diorama courses across a variety of destinations. Unlock secrets, discover treasure and take on challenges. Your journey awaits.",80.0,generally favorable reviews,11.0,8.0,3.0,0.0,tbd,no user score yet,1.0,1.0,1.0,0.0,"Sports, Individual, Golf, Arcade",,E,#67 Best Switch Game of 2021
alba-a-wildlife-adventure,https://www.metacritic.com/game/switch/alba-a-wildlife-adventure,"Plug In Digital , PID Publishing",ustwo,"Jun 9, 2021","iPhone/iPad, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X","
From the BAFTA-Award winning studio behind Monument Valley and Assemble with Care comes something entirely new.

Join Alba as she visits her grandparents on a Mediterranean island. She is ready for a peaceful summer of wildlife exploration with her friend Ines, but when she sees an animal in danger, she realises she needs to do something about it.

This is truly a Mediterranean paradise if you ignore all the litter! From the idyllic beaches to the ancient castle overlooking the town a whole island is ready to be explored. With Ines and your grandfather - who is a total bird nerd - by your side, you can start the movement to save the island. Maybe even the world after that. Collapse",80.0,generally favorable reviews,7.0,5.0,2.0,0.0,7.6,generally favorable reviews,13.0,7.0,0.0,0.0,"Adventure, General",No Online Multiplayer,E,#68 Best Switch Game of 2021
tales-from-the-borderlands-a-telltale-game-series,https://www.metacritic.com/game/switch/tales-from-the-borderlands-a-telltale-game-series,"Take-Two Interactive , 2K Games",Telltale Games,"Mar 23, 2021","iPhone/iPad, PC, PlayStation 3, PlayStation 4, Xbox 360, Xbox One","On the unforgiving world of Pandora a Hyperion 'suit' and a con artist embark on an adventure to recover cash they both think is theirs. In this award-winning universe created by Gearbox Software, experience the story of Rhys and Fiona, unwilling partners on a quest for greatness.",80.0,generally favorable reviews,7.0,5.0,2.0,0.0,8.5,generally favorable reviews,31.0,3.0,0.0,1.0,"Adventure, General",No Online Multiplayer,M,#69 Best Switch Game of 2021
scourgebringer,https://www.metacritic.com/game/switch/scourgebringer,"Release Date: Oct 21, 2020",Flying Oak Games,"iPhone/iPad, PC, PlayStation 4, PlayStation 5, PlayStation Vita, Xbox One",,"ScourgeBringer is a fast-paced free-moving roguelite platformer. Help Kyhra to explore the unknown and slash her way through ancient machines guarding the seal of her past, and maybe the redemption of humanity.",80.0,generally favorable reviews,9.0,7.0,2.0,0.0,6.8,mixed or average reviews,9.0,5.0,1.0,1.0,"Action, Platformer, 2D",No Online Multiplayer,,#60 Best Switch Game of 2020
mr-driller-drill-land,https://www.metacritic.com/game/switch/mr-driller-drill-land,Bandai Namco Games,"Bandai Namco Games, Infinity","Jun 25, 2020","PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X","The popular action puzzle game “Mr. DRILLER DrillLand” makes its Western debut on the Nintendo Switch™! You’re invited to a secret amusement park known as “DrillLand” – 500 meters underground! Explore and conquer the five “attractions” with simple, yet exciting, gameplay that guests of all ages can enjoy!

Mr. DRILLER returns! – The first Mr. DRILLER game for the Nintendo Switch™ featuring updated graphics and HD cutscenes!
Dig your way to victory! – Each of the five attractions in DrillLand features their own set of unique gameplay rules. Can you dig your way through each attraction and defeat the final boss?!
Competitive multiplayer modes! – Play with up to 4 players on one console—race to the finish or battle it out in “Free-for-All” or “Pairs”!
Take it easy! – All new “Casual Mode” for those who want to enjoy digging through DrillLand at a leisurely pace!
Collapse",80.0,generally favorable reviews,23.0,21.0,2.0,0.0,7.4,mixed or average reviews,13.0,3.0,1.0,0.0,"Puzzle, Action",,E,#61 Best Switch Game of 2020
resident-evil,https://www.metacritic.com/game/switch/resident-evil,Capcom,Capcom,"May 21, 2019","PC, PlayStation 3, PlayStation 4, Xbox 360, Xbox One","
The game that defined the survival-horror genre is back! Check out the remastered HD version of Resident Evil.

In 1998 a special forces team is sent to investigate some bizarre murders on the outskirts of Raccoon City. Upon arriving they are attacked by a pack of blood-thirsty dogs and are forced to take cover in a nearby mansion. But the scent of death hangs heavy in the air. Supplies are scarce as they struggle to stay alive.

Graphics:

* More detailed graphics that retain the horror.
* The environments come alive with detail thanks to resolution upgrades and non-static 3D models.
* Post-processing effects like Bloom filters, which were not easy to do at the time of the original release, have been added to make the HD graphics even more realistic.
* High-Resolution Environments - We've increased the resolution of the background environments by recreating them with a mix of high-res static images, plus animated 3D models.
* Widescreen (16:9) is supported, so players can experience a greater sense of immersion.
In widescreen mode, the screen will scroll. The parts of the screen that get cut off on the top and bottom will scroll into view automatically depending on the character's position.
* You can switch the display mode during gameplay in real time.

Sound:
* High-Quality Sound - The audio has been remastered to increase the sampling rate, and of course 5.1ch output is also now supported.
* You can play using the original control scheme or an alternate control scheme that lets you just push the analog stick to move in the direction you want to go.
* You can switch the control scheme during gameplay in real time. Collapse",80.0,generally favorable reviews,18.0,16.0,2.0,0.0,8.5,generally favorable reviews,87.0,5.0,1.0,3.0,"Action Adventure, Survival",No Online Multiplayer,M,"#77 Best Switch Game of 2019
#48 Most Shared Switch Game of 2019"
blazing-beaks,https://www.metacritic.com/game/switch/blazing-beaks,QubicGames,Applava,"May 10, 2019","PC, PlayStation 4, Xbox One","Blaze your way armed to the beak through hordes of mutants, monsters & other creepy creatures. But beware, collecting too many shiny things can hurt you in this unique rogue-lite game.",80.0,generally favorable reviews,9.0,6.0,3.0,0.0,7.8,generally favorable reviews,35.0,10.0,2.0,2.0,"Action, Shooter, Shoot-'Em-Up, Top-Down",No Online Multiplayer,E10+,"#78 Best Switch Game of 2019
#75 Most Shared Switch Game of 2019"
mega-man-11,https://www.metacritic.com/game/switch/mega-man-11,Capcom,Capcom,"Oct 2, 2018","PC, PlayStation 4, Xbox One","Thirty years ago, in 1987, a super robot named Mega Man was created. In 2018 after 30 years of unforgettable adventures the fight for everlasting peace continues! The tight action-platformer gameplay that made the series a success is alive and well. To save the day, the Blue Bomber must battle Robot Masters and take their powerful weapons for himself, which now changes the hero's appearance with new levels of detail. A new, vivid visual style refreshes the series' iconic colorfulness, combining hand-drawn environments with detailed, 3D character models. Collapse",80.0,generally favorable reviews,27.0,24.0,3.0,0.0,8.3,generally favorable reviews,208.0,38.0,7.0,8.0,"Action, Platformer, 2D",No Online Multiplayer,E10+,"#93 Best Switch Game of 2018
#32 Most Discussed Switch Game of 2018
#86 Most Shared Switch Game of 2018"
ni-no-kuni-ii-revenant-kingdom---princes-edition,https://www.metacritic.com/game/switch/ni-no-kuni-ii-revenant-kingdom---princes-edition,Bandai Namco Games,Level 5,"Sep 17, 2021",,Ni No Kuni 2 kicks off with the President of a real-world Earth country transported to a magical kingdom in which every person is also sort of an animal as well.,80.0,generally favorable reviews,38.0,31.0,7.0,0.0,7.6,generally favorable reviews,20.0,7.0,0.0,3.0,"Role-Playing, Japanese-Style",,T,"#70 Best Switch Game of 2021
#91 Most Discussed Switch Game of 2021"
this-war-of-mine-complete-edition,https://www.metacritic.com/game/switch/this-war-of-mine-complete-edition,11 bit studios,11 bit studios,"Nov 27, 2018","PlayStation 5, Xbox Series X","This War Of Mine provides an experience of war seen from an entirely new angle. For the very first time you do not play as an elite soldier, rather a group of civilians trying to survive in a besieged city. During the day snipers outside stop you from leaving your refuge, so you need to focus on maintaining your hideout. At night you get a chance to scavenge nearby locations for items that will help you stay alive.

Make life-and-death decisions driven by your conscience. Try to protect everybody from your shelter or sacrifice some of them to endure the hardships. During war, there are no good or bad decisions; there is only survival. The sooner you realize that, the better. Collapse",80.0,generally favorable reviews,15.0,13.0,2.0,0.0,8.0,generally favorable reviews,51.0,4.0,1.0,3.0,"Strategy, Miscellaneous, Action Adventure, Real-Time, Survival, Board / Card Game, General",No Online Multiplayer,M,"#94 Best Switch Game of 2018
#64 Most Shared Switch Game of 2018"
puyo-puyo-tetris-2,https://www.metacritic.com/game/switch/puyo-puyo-tetris-2,Sega,Sega,"Dec 8, 2020","PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X","Japan's beloved puzzle game series Puyo Puyo and the world renowned Tetris game franchise have teamed up again to deliver even more Puyo popping and Tetrimino clearing fun in Puyo Puyo Tetris 2. Playing is easy: match 4 or more same coloured Puyos or complete a line of blocks to clear them from your board and dump Garbage into your opponent's game. But keep an eye on what's coming your way too.

Play traditional Puyo Puyo and Tetris or mix them together to level up your game. Offline or online, you'll have loads of modes that let you play the way you want from single player Adventure to couch competition Versus to ranked Online matches, and more. Collapse",80.0,generally favorable reviews,27.0,23.0,4.0,0.0,8.2,generally favorable reviews,26.0,7.0,4.0,0.0,"Puzzle, Matching",4,E10+,#62 Best Switch Game of 2020
