Name,Link,Distributer,Developer,Release Date,Also On,Summary,Metascore,Meta Status,# of Critic Reviews,Critic Positive,Critic Mixed,Critic Negative,Userscore,Userscore Status,# of User Reviews,User Positive,User Mixed,User Negative,Genres,# Of Players,Rating,Awards
warframe,https://www.metacritic.com/game/playstation-5/warframe,Digital Extremes,Digital Extremes,"Nov 26, 2020","PC, PlayStation 4, Switch, Xbox One","Set in the far reaches of outer space during a new Dark Age, WARFRAME introduces the Tenno, a race on the brink of extinction after being enslaved by the Grineer for centuries. Players enter WARFRAME on the cusp of the Grineer's victory over the Tenno until they begin to arm themselves with WARFRAMES - an ancient exo-skeletal technology only they can operate. Hidden within the Orokin Derelicts of a lost civilization, new WARFRAMES lie dormant and undiscovered. These artifacts are the Tenno's only hope for survival. Collapse",85,generally favorable reviews,7,6,1,0,7.7,generally favorable reviews,22.0,4.0,0.0,1.0,"Action, Shooter, Third-Person, Arcade",,,"#5 Best PlayStation 5 Game of 2020
#23 Most Discussed PlayStation 5 Game of 2020"
the-forgotten-city,https://www.metacritic.com/game/playstation-5/the-forgotten-city,"Maximum Games , Dear Villagers",Modern Storyteller,"Jul 28, 2021","PC, PlayStation 4, Switch, Xbox One, Xbox Series X","The Forgotten City is a mature narrative-driven game, and a re-imagining of the critically acclaimed mod that won a national Writers’ Guild award and racked up over 3 million downloads. Trapped in a secret underground city during the Roman Empire, twenty-three lost souls cling to life. In this precarious utopia, if one person breaks the mysterious Golden Rule, everyone dies. As a time-traveler drawn two thousand years into the past, you’ll relive their final moments in an endless loop, exploring and interrogating, and changing the course of the day with each secret you uncover. Only by cleverly exploiting the time loop and making difficult moral choices can you hope to solve this epic mystery. Here, your decisions matter. The fate of the city is in your hands. Collapse",85,generally favorable reviews,17,15,2,0,8.2,generally favorable reviews,66.0,15.0,1.0,0.0,"Action Adventure, General",No Online Multiplayer,T,"#19 Best PlayStation 5 Game of 2021
#75 Most Discussed PlayStation 5 Game of 2021"
valkyrie-profile-lenneth,https://www.metacritic.com/game/playstation-5/valkyrie-profile-lenneth,Square Enix,Square Enix,"Dec 22, 2022","iPhone/iPad, PlayStation 4","
The Gods are at War.
You must gather the souls of fallen warriors and train them to fight at Odin's side. From the creators of STAR OCEAN The Second Story, Valkyrie Profile sets new standards for role playing games on the PlayStation game console.
- Epic storyline set in the world of Norse mythology
- Multiple endings and 50+ hours of gameplay.
- Intricate character development.
- Innovative combo-driven combat system.
- Stunning hand-painted backdrops and animated visuals.
- Spectacular special effects. Collapse",85,generally favorable reviews,10,9,1,0,7.9,generally favorable reviews,10.0,2.0,0.0,1.0,"Role-Playing, Japanese-Style",,,#18 Best PlayStation 5 Game of 2022
death-stranding-directors-cut,https://www.metacritic.com/game/playstation-5/death-stranding-directors-cut,"Sony Interactive Entertainment , PlayStation Studios",Kojima Productions,"Sep 24, 2021",PC,"From legendary game creator Hideo Kojima comes a genre-defying experience, now expanded and remastered for the PlayStation 5 console in this definitive Director’s Cut. In the future, a mysterious event known as the Death Stranding has opened a doorway between the living and the dead, leading to grotesque creatures from the afterlife roaming the fallen world marred by a desolate society. Take on the trials of Sam Bridges with advanced combat, more character actions and a competitive ranking system for special player challenges.* Make use of additional weapons and vehicles, take on new enemy types and explore new locations such as the Firing Range and Racetrack, featuring extra missions and minigames. Experience an extended storyline through new missions in an expanded area. Collapse",85,generally favorable reviews,66,59,7,0,7.3,mixed or average reviews,829.0,188.0,19.0,41.0,"Action, Action Adventure, General, Open-World",No Online Multiplayer,M,"#20 Best PlayStation 5 Game of 2021
#15 Most Discussed PlayStation 5 Game of 2021"
assassins-creed-valhalla,https://www.metacritic.com/game/playstation-5/assassins-creed-valhalla,Ubisoft,Ubisoft Montreal,"Nov 12, 2020","PC, PlayStation 4, Stadia, Xbox One, Xbox Series X","Build your own Viking Legend. Become Eivor, a Viking raider raised to be a fearless warrior, and lead your clan from icy desolation in Norway to a new home amid the lush farmlands of ninth-century England. Find your settlement and conquer this hostile land by any means to earn a place in Valhalla. England in the age of the Vikings is a fractured nation of petty lords and warring kingdoms. Beneath the chaos lies a rich and untamed land waiting for a new conqueror. Will it be you? Write Your Viking Saga. Blaze your own path across England with advanced RPG mechanics. Fight brutal battles, lead fiery raids or use strategy and alliances with other leaders to bring victory. Every choice you make in combat and conversation is another step on the path to greatness. Lead Epic Raids. Lead a crew of raiders and launch lightning-fast surprise attacks against Saxon armies and fortresses. Claim the riches of your enemies' lands for your clan and expand your influence far beyond your growing settlement. ENGAGE IN VISCERAL COMBAT. Unleash the ruthless fighting style of a Viking warrior as you dual-wield axes, swords, or even shields against relentless foes. Decapitate opponents in close-quarters combat, riddle them with arrows, or assassinate them with your Hidden Blade. Grow Your Settlement. Your clan's new home grows with your legend. Customise your settlement by building upgradable structures. Unlock new features and quests by constructing a barracks, a blacksmith, a tattoo parlour, and much more. Share Your Custom Raider. Recruit mercenary Vikings designed by other players or create and customise your own to share online. Sit back and reap the rewards when they fight alongside your friends in their game worlds. A Dark Age Open World. Sail across the icy North Sea to discover and conquer the broken kingdoms of England. Immerse yourself in activities like hunting and drinking games or engage in traditional Norse competitions like flyting – or, as it's better known, verbally devastating rivals through the art of the Viking rap battle. [Ubisoft] Collapse",84,generally favorable reviews,8,8,0,0,7.7,generally favorable reviews,2005.0,664.0,100.0,154.0,"Action Adventure, Open-World",No Online Multiplayer,M,"#6 Best PlayStation 5 Game of 2020
#2 Most Discussed PlayStation 5 Game of 2020"
hitman-3,https://www.metacritic.com/game/playstation-5/hitman-3,Io Interactive,Io Interactive,"Jan 20, 2021","PC, PlayStation 4, Stadia, Switch, Xbox One, Xbox Series X","Death Awaits
HITMAN 3 is the dramatic conclusion to the World of Assassination trilogy and takes players around the world on a globetrotting adventure to sprawling sandbox locations. Agent 47 returns as a ruthless professional for the most important contracts of his entire career.

Supported by his Agency handler, Diana Burnwood, 47 joins forces with his long-lost friend Lucas Grey. Their ultimate mission is to eliminate the partners of Providence, but they are forced to adapt as their hunt intensifies. When the dust settles, 47 and the world he inhabits will never be the same again.
Top of the World
Every mission location in HITMAN 3 is meticulously detailed and packed full of creative opportunities. Players will have unrivalled freedom to complete their objectives and the game world will react to everything they do.
A Platform of Assassination
The World of Assassination trilogy is fully realised with HITMAN 3 as the ultimate place to play all three games. Players of previous HITMAN games will be pleased to know that it will be possible to 'import' locations that they own from the previous two HITMAN games into HITMAN 3, essentially putting all 20+ locations from the entire trilogy in one place.

Playing the entire trilogy from beginning to end, from within HITMAN 3, also means that the progression systems in HITMAN 3 work across all locations. You can unlock an item in Dubai and take it with you to Paris, for example. HITMAN 2 players will have the option to carry over their hard-earned unlocks and progression into HITMAN 3. Collapse",84,generally favorable reviews,35,34,1,0,8.1,generally favorable reviews,311.0,65.0,17.0,22.0,"Action Adventure, General",No Online Multiplayer,M,"#21 Best PlayStation 5 Game of 2021
#26 Most Discussed PlayStation 5 Game of 2021"
olliolli-world,https://www.metacritic.com/game/playstation-5/olliolli-world,Private Division,roll7,"Feb 8, 2022","PC, PlayStation 4, Switch, Xbox One, Xbox Series X","OlliOlli World is a bold new skateboarding action-platformer that’s bursting with personality. Flip and flow through the vivid and vibrant world of Radlandia, meeting colorful characters as you grind, trick, and air your way to discover the mystical skate gods on your quest for Gnarvana. Traverse a delightful and weird world as you take on missions, challenges, and make new friends along the way. Customize your character’s looks, tricks, and style while you experience explorable levels with multiple paths that provide an array of opportunities for player expression. Challenge the world in Leagues or dare a friend to beat your best tricks on one of millions of sharable levels. Experience the accessibility, depth, and player freedom as you dive into the signature flow state gameplay of OlliOlli World.

OlliOlli World marks the third entry in the critically-acclaimed OlliOlli series from Roll7, the BAFTA and multi-award-winning independent studio.

Key Features:

• Welcome to Radlandia!: Take a trip across a lush skateboarding utopia that is filled to the brim with eccentric characters and vibrant locations that are begging to be explored. Find your grind in Inflatable Alley or blaze down Los Vulgas to discover new paths, fresh side quests, rad rewards, and epic trick opportunities. All perfectly complemented by a hand-picked compilation of IDM and Electronica tracks.
• Play at your level: Super tight controls combine with highly refined gameplay to ensure a silky smooth ride. Not a Pro? Don’t worry – OlliOlli World welcomes you with open arms, allowing new players to tear down streets and pull off sick method grabs without fear of faceplanting the curb. Think you’ve got what it takes? Achieve mastery through millions of unique levels in sandbox mode or compete against rivals around the globe in leagues with a hugely deep combo system with over 100 moves to master and combine in your battle for the highest score.

• Freedom of expression: Cruise through Radlandia's epic skate-haven and prove your skills to unlock special rewards that let you customize your character’s looks, tricks and style. Want to skate in your flip flops… go for it. Want to wear a bumble bee onesie …ok then… no judgement. In OlliOlli World as long as you’re on board anything goes! Collapse",84,generally favorable reviews,38,35,3,0,7.6,generally favorable reviews,40.0,9.0,0.0,1.0,"Action, Platformer, 2D",No Online Multiplayer,E10+,"#19 Best PlayStation 5 Game of 2022
#91 Most Discussed PlayStation 5 Game of 2022"
f1-2021,https://www.metacritic.com/game/playstation-5/f1-2021,Electronic Arts,Codemasters,"Jul 13, 2021","PC, PlayStation 4, Xbox One, Xbox Series X","Every story has a beginning in F1 2021, the official videogame of the 2021 FIA Formula One world Championship. Enjoy the stunning new features of F1 2021, including the thrilling story experience 'braking point', two-player career, and get even closer to the grid with 'real-season start'. Take your team to the top in the acclaimed ten-year 'My team' Career mode, or race head-to-head in split-screen and multiplayer. Immerse yourself in the greatest racing spectacle on the planet and race with the authentic lineup of twenty heroic drivers and ten iconic teams from the 2021 Season: 'braking point' - the thrilling new story experience, new ways to play: two-player career and 'real-season start', acclaimed 'My team', split-screen and multiplayer Collapse",84,generally favorable reviews,31,30,1,0,6.1,mixed or average reviews,77.0,16.0,2.0,13.0,"Racing, Simulation, Automobile",20,E,"#22 Best PlayStation 5 Game of 2021
#53 Most Discussed PlayStation 5 Game of 2021"
overcooked!-all-you-can-eat,https://www.metacritic.com/game/playstation-5/overcooked!-all-you-can-eat,Team17,Ghost Town Games Ltd.,"Nov 12, 2020","PC, PlayStation 4, Stadia, Switch, Xbox Series X","Overcooked! All You Can Eat sees Overcooked! and Overcooked! 2 blended together with all additional content and remastered up to 4K in a delicious definitive edition. Making use of the power of the PS5, Overcooked! AYCE offers stunning 4K visuals, cross-platform multiplayer, and rapid loading times — meaning more time for culinary carnage! Collapse",84,generally favorable reviews,13,13,0,0,7.0,mixed or average reviews,35.0,8.0,1.0,2.0,"Miscellaneous, Compilation",4,E,"#7 Best PlayStation 5 Game of 2020
#18 Most Discussed PlayStation 5 Game of 2020"
hogwarts-legacy,https://www.metacritic.com/game/playstation-5/hogwarts-legacy,"Warner Bros. Interactive Entertainment , Warner Bros. Games","Avalanche Software, Portkey Games","Feb 7, 2023","PC, PlayStation 4, Switch, Xbox One, Xbox Series X","LIVE THE UNWRITTEN - Hogwarts Legacy is an immersive, open-world action RPG set in the world first introduced in the Harry Potter books. Now you can take control of the action and be at the center of your own adventure in the wizarding world. Embark on a journey through familiar and new locations as you explore and discover fantastic beasts, customize your character and craft potions, master spell casting, upgrade talents, and become the wizard you want to be.

Experience Hogwarts in the 1800s. Your character is a student who holds the key to an ancient secret that threatens to tear the wizarding world apart. You have received a late acceptance to the Hogwarts School of Witchcraft and Wizardry and soon discover that you are no ordinary student: you possess an unusual ability to perceive and master Ancient Magic. Only you can decide if you will protect this secret for the good of all, or yield to the temptation of more sinister magic.

Discover the feeling of living at Hogwarts as you make allies, battle Dark wizards, and ultimately decide the fate of the wizarding world. Your legacy is what you make of it. Collapse",84,generally favorable reviews,89,77,12,0,8.9,generally favorable reviews,2643.0,1106.0,60.0,81.0,"Action Adventure, Open-World, Role-Playing, Western-Style",No Online Multiplayer,T,"#4 Best PlayStation 5 Game of 2023
#1 Most Discussed PlayStation 5 Game of 2023"
resident-evil-village,https://www.metacritic.com/game/playstation-5/resident-evil-village,Capcom,Capcom,"May 7, 2021","PC, PlayStation 4, Stadia, Switch, Xbox One, Xbox Series X","The next generation of survival horror rises in the form of Resident Evil Village, the eighth major entry in the Resident Evil series. With ultra-realistic graphics powered by the RE Engine, fight for survival as danger lurks around every corner. Years after the tragic events of Resident Evil 7 biohazard, Ethan Winters has started over with his wife Mia, finally living in peace and putting the past behind them. However, Chris Redfield, the legendary hero from previous Resident Evil games, suddenly disrupts their life, throwing a devastated Ethan into a new and twisted nightmare in search of answers. Collapse",84,generally favorable reviews,108,100,8,0,7.7,generally favorable reviews,2658.0,691.0,87.0,78.0,"Action Adventure, Survival",No Online Multiplayer,M,"#23 Best PlayStation 5 Game of 2021
#4 Most Discussed PlayStation 5 Game of 2021"
a-space-for-the-unbound,https://www.metacritic.com/game/playstation-5/a-space-for-the-unbound,"PQube , Chorus Worldwide",Mojiken Studio,"Jan 19, 2023","PC, PlayStation 4, Switch, Xbox One, Xbox Series X","
A Space For The Unbound is a slice-of-life adventure game with beautiful pixel art set in the late 90s rural Indonesia that tells a story about overcoming anxiety, depression, and the relationship between a boy and a girl with supernatural powers.

Follow two high school sweethearts, Atma and Raya, on a journey of self-discovery at the end of their high school years. When a mysteriously supernatural power is suddenly unleashed threatening their existence, they must explore and investigate their town to uncover hidden secrets, face the end of the world, and perhaps learn more about each other. Collapse",84,generally favorable reviews,8,8,0,0,tbd,no user score yet,1.0,1.0,0.0,0.0,"Adventure, General",No Online Multiplayer,T,"#5 Best PlayStation 5 Game of 2023
#19 Most Discussed PlayStation 5 Game of 2023"
ghost-of-tsushima-iki-island,https://www.metacritic.com/game/playstation-5/ghost-of-tsushima-iki-island,PlayStation Studios,Sucker Punch,"Aug 20, 2021",PlayStation 4,"If you’re a history buff, you may know that in addition to Tsushima, the neighboring island of Iki was also invaded during this time period. This island serves as the setting for a whole new chapter in Jin’s journey. In this new story, Jin travels to the island to investigate rumors of a Mongol presence. But soon, he finds himself caught up in events with deeply personal stakes that will force him to relive some traumatic moments from his past. [Sony] Collapse",84,generally favorable reviews,7,7,0,0,7.9,generally favorable reviews,474.0,183.0,2.0,10.0,"Action Adventure, Open-World",No Online Multiplayer,,"#24 Best PlayStation 5 Game of 2021
#20 Most Discussed PlayStation 5 Game of 2021"
the-pedestrian,https://www.metacritic.com/game/playstation-5/the-pedestrian,"Skookum Arts LLC , Skookum Arts","Skookum Arts LLC, Skookum Arts","Jan 29, 2021","PC, PlayStation 4, Xbox One, Xbox Series X",The Pedestrian is a 2.5D puzzle platformer themed around the public sign system. You play as a 2D character moving through signs in a dynamic 3D world. You progress through the game by rearranging and connecting public signs to explore and advance through each environment.,83,generally favorable reviews,10,10,0,0,7.5,generally favorable reviews,15.0,4.0,0.0,0.0,"Puzzle, Action",No Online Multiplayer,E10+,#25 Best PlayStation 5 Game of 2021
astros-playroom,https://www.metacritic.com/game/playstation-5/astros-playroom,"Sony Interactive Entertainment , PlayStation Studios","JapanStudio, Team Asobi","Nov 12, 2020",,"Astro and his crew lead you on a magical introduction through PS5 in this fun platformer that comes pre-loaded on PS5. Explore four worlds, each based on PS5’s console components. Each area showcases innovative gameplay that taps into the new features of the PS5’s DualSense wireless controller.",83,generally favorable reviews,69,62,7,0,9.2,universal acclaim,1382.0,458.0,21.0,6.0,"Action, Platformer, 3D",No Online Multiplayer,E10+,"#8 Best PlayStation 5 Game of 2020
#4 Most Discussed PlayStation 5 Game of 2020"
metro-exodus-complete-edition,https://www.metacritic.com/game/playstation-5/metro-exodus-complete-edition,Deep Silver,4A Games,"Jun 18, 2021","PC, Xbox Series X","
The year is 2036.

A quarter-century after nuclear war devastated the earth, a few thousand survivors still cling to existence beneath the ruins of Moscow, in the tunnels of the Metro.

They have struggled against the poisoned elements, fought mutated beasts and paranormal horrors, and suffered the flames of civil war.
But now, as Artyom, you must flee the Metro and lead a band of Spartan Rangers on an incredible, continent-spanning journey across post-apocalyptic Russia in search of a new life in the East.

Metro Exodus is an epic, story-driven first person shooter from 4A Games that blends deadly combat and stealth with exploration and survival horror in one of the most immersive game worlds ever created.

Explore the Russian wilderness across vast, non-linear levels and follow a thrilling story-line that spans an entire year through spring, summer and autumn to the depths of nuclear winter.

Inspired by the novels of Dmitry Glukhovsky, Metro Exodus continues Artyom's story in the greatest Metro adventure yet.

Features:

* Embark on an incredible journey - board the Aurora, a heavily modified steam locomotive, and join a handful of survivors as they search for a new life in the East

* Experience Sandbox Survival - a gripping story links together classic Metro gameplay with new huge, non-linear levels

* A beautiful, hostile world - discover the post-apocalyptic Russian wilderness, brought to life with stunning day / night cycles and dynamic weather

* Deadly combat and stealth scavenge and craft in the field to customize your arsenal of hand-made weaponry, and engage human and mutant foes in thrilling tactical combat

* Your choices determine your comrades' fate - not all your companions will survive the journey; your decisions have consequence in a gripping storyline that offers massive re-playability

* The ultimate in atmosphere and immersion - a flickering candle in the darkness; a ragged gasp as your gasmask frosts over; the howl of a mutant on the night wind - Metro will immerse and terrify you like no other game Collapse",83,generally favorable reviews,11,9,2,0,8.4,generally favorable reviews,204.0,29.0,5.0,11.0,"Action, Shooter, First-Person, Arcade",No Online Multiplayer,M,"#26 Best PlayStation 5 Game of 2021
#44 Most Discussed PlayStation 5 Game of 2021"
judgment,https://www.metacritic.com/game/playstation-5/judgment,Sega,Ryu ga Gotoku Studios,"Apr 23, 2021","PC, PlayStation 4, Stadia, Xbox One, Xbox Series X","From the makers of the acclaimed Yakuza series, Ryu Ga Gotoku Studio, Judgment is the dramatic tale of a disgraced lawyer seeking redemption in a world rife with corruption and despair. Investigate the seedy Red Light District of Kamurocho by stepping into the mind of private detective Takayuki Yagami and utilize innovative investigation systems to uncover the secrets that lie deep within Kamurocho's corrupt underbelly. Experience visceral combat with two unique combat styles. Take down groups of thugs with sweeping blows in Crane Style, then switch to Tiger to overwhelm a single foe with a series of powerful strikes. Practice mixing-and-matching styles in combat in conjunction with a wide variety of skills, weapons, and powerful (and hilarious) EX Actions to unlock a whole new dimension in combat. Collapse",83,generally favorable reviews,33,29,4,0,8.6,generally favorable reviews,108.0,20.0,4.0,2.0,"Action Adventure, Open-World",No Online Multiplayer,M,"#27 Best PlayStation 5 Game of 2021
#60 Most Discussed PlayStation 5 Game of 2021"
stray,https://www.metacritic.com/game/playstation-5/stray,Annapurna Interactive,"Bluetwelve, BlueTwelve Studio","Jul 19, 2022","PC, PlayStation 4","Lost, alone and separated from family, a stray cat must untangle an ancient mystery to escape a long-forgotten cybercity and find the way home. Stray is a third-person cat adventure game set amidst the detailed neon-lit alleys of a decaying cybercity and the murky environments of its seedy underbelly. See the world through the eyes of a stray and interact with the environment in playful ways. Stray is developed by BlueTwelve Studio, a small team from south of France mostly made of cats and a handful of humans.
Collapse",83,generally favorable reviews,99,87,12,0,8.5,generally favorable reviews,1839.0,607.0,67.0,69.0,"Action Adventure, Adventure, General, 3D, Third-Person",No Online Multiplayer,E10+,"#20 Best PlayStation 5 Game of 2022
#8 Most Discussed PlayStation 5 Game of 2022"
two-point-campus,https://www.metacritic.com/game/playstation-5/two-point-campus,Sega,Two Point Studios,"Aug 9, 2022","PC, PlayStation 4, Switch, Xbox One, Xbox Series X","
Welcome to the University of U. Build your university, your way!

Build your university, your way!
It’s time to spin academia on its head! Got a yearning for learning? Or just keen to build an educational masterpiece? Campus is jam-packed with new creative tools to help you build the university of your dreams.
For the first time, build in the great outdoors as you develop your own delightfully educational campus environment, housing the top teaching facilities in the land. Whether you prefer building on simple foundations, or placing every tree, you can build the university you want.

Lay down pathways with new easy-to-use tools. Plant glorious collections of outdoor flora. Place benches, fountains, sculptures, hedgerows – even picket fences. The only limit is your imagination (and your in-game bank balance). Collapse",82,generally favorable reviews,16,15,1,0,4.7,generally unfavorable reviews,12.0,1.0,2.0,0.0,"Strategy, Management, Business / Tycoon",No Online Multiplayer,T,#21 Best PlayStation 5 Game of 2022
lost-judgment,https://www.metacritic.com/game/playstation-5/lost-judgment,"SegaSoft , Sega","SegaSoft, Ryu ga Gotoku Studios","Sep 24, 2021","PC, PlayStation 4, Xbox One, Xbox Series X","SEIZE THE TRUTH - December 2021, Tokyo district court. Akihiro Ehara stands accused of groping a woman on a crowded train. A bystander’s video footage of his attempt to flee the scene and subsequent apprehension is all over the news, and public outcry demands a maximum sentence. “Three days ago, a dead body was found in an abandoned building in Yokohama. Have you identified it yet?” he proclaims as confusion cuts through the court room. His defense lawyer, Saori Shirosaki, has no doubt that crucial details of the situation have been overlooked, as Ehara was not even tried for the murder. She contacts detective Takayuki Yagami to investigate this further.

How could Ehara have committed two crimes at once? Was the sexual battery just a cover up? Has Ehara gamed the entire justice system? As victims surface and Yagami digs farther into the truth, he is faced with a question: Defend the law, or enact justice?

From just a single stumble, one can become a monster…

BRINGING JUSTICE AT THE EDGE OF THE LAW

Put Yagami’s distinct martial arts forms to the test in order get to the bottom of the case. Harness the Crane, Tiger, and new Snake stance, a graceful style that can deflect and return an opponent’s strikes, using their energy against them.

EVERYONE’S GOT A STORY

Employ Yagami’s arsenal of detective tricks with new gadgets, stealthily tracking suspects, and crafty methods of infiltration. Leave no stone unturned in pursuit of the truth as you take on cases in both Tokyo and Yokohama.
Collapse",82,generally favorable reviews,80,68,12,0,8.5,generally favorable reviews,213.0,68.0,7.0,6.0,"Action Adventure, Open-World",No Online Multiplayer,M,"#28 Best PlayStation 5 Game of 2021
#33 Most Discussed PlayStation 5 Game of 2021"
a-plague-tale-requiem,https://www.metacritic.com/game/playstation-5/a-plague-tale-requiem,"Focus Entertainment , Maximum Games , Focus Entertainment",Asobo Studio,"Oct 18, 2022","PC, Switch, Xbox Series X","Embark on a heartrending journey into a brutal, breathtaking world twisted by supernatural forces. After escaping their devastated homeland, Amicia and Hugo travel far south, to new regions and vibrant cities. There, they attempt to start a new life and control Hugo's curse. But, when Hugo's powers reawaken, death and destruction return in a flood of devouring rats. Forced to flee once more, the siblings place their hopes in a prophesized island that may hold the key to saving Hugo.

Discover the cost of saving those you love in a desperate struggle for survival. Strike from the shadows or unleash hell, overcoming foes and challenges with a variety of weapons, tools and unearthly powers. Collapse",82,generally favorable reviews,68,60,7,1,8.0,generally favorable reviews,481.0,131.0,20.0,37.0,"Action Adventure, Linear",No Online Multiplayer,M,"#22 Best PlayStation 5 Game of 2022
#16 Most Discussed PlayStation 5 Game of 2022"
lego-star-wars-the-skywalker-saga,https://www.metacritic.com/game/playstation-5/lego-star-wars-the-skywalker-saga,Warner Bros. Interactive Entertainment,"Warner Bros. Interactive Entertainment, TT Games","Apr 5, 2022","PC, PlayStation 4, Switch, Xbox One, Xbox Series X","LEGO Star Wars: The Skywalker Saga will feature hundreds of playable characters - the most ever for a LEGO Star Wars game - and ships, LEGO's signature sense of humour and fun, and new innovations, options, and gameplay features. Players can start the game at any point in the Star Wars timeline; fans can jump in with Star Wars: The Phantom Menace, begin the original trilogy with Star Wars: A New Hope, or launch right into Star Wars: The Rise of Skywalker.

LEGO Star Wars: The Skywalker Saga marks the return to the franchise that kicked off the LEGO video game series. The game will give fans an all-new LEGO Star Wars experience with complete freedom to explore the LEGO Star Wars galaxy. With the Skywalker saga coming to an end, LEGO Star Wars: The Skywalker Saga will bring to life all those Star Wars adventures remembered and undiscovered in an epic culmination of all nine saga films as fans celebrate the closing of this chapter in Star Wars. Collapse",82,generally favorable reviews,62,57,5,0,8.0,generally favorable reviews,280.0,74.0,21.0,18.0,"Action Adventure, General",No Online Multiplayer,E10+,"#23 Best PlayStation 5 Game of 2022
#25 Most Discussed PlayStation 5 Game of 2022"
ys-viii-lacrimosa-of-dana,https://www.metacritic.com/game/playstation-5/ys-viii-lacrimosa-of-dana,NIS America,Falcom,"Nov 15, 2022","PC, PlayStation 4, PlayStation Vita, Stadia, Switch","Ys returns with a brand new adventure for the first time in 8 years! Adol awakens shipwrecked and stranded on a cursed island. There, he and the other shipwrecked passengers he rescues form a village to challenge fearsome beasts and mysterious ruins on the isolated island. Amidst this, Adol begins to dream of a mysterious blue-haired maiden living in an unknown world. Join Adol as he unravels the riddle of the cursed isle and the blue-haired maiden Dana in Ys VIII: Lacrimosa of Dana!

FEATURES:

An Epic Tale - Follow Adol on his latest adventure and uncover the mysteries of the cursed island.
Party On! - Change your playable character on-the-fly as you battle ferocious foes in lighting-fast combat.

Another Side - Unravel the mystery of the blue-haired maiden Dana through her unique gameplay sections.

It Takes a Village! - Rescue your fellow shipwrecked passengers and bring them to your village where they will provide valuable services. Collapse",82,generally favorable reviews,12,10,2,0,8.3,generally favorable reviews,12.0,1.0,0.0,0.0,"Role-Playing, Action RPG",,T,#24 Best PlayStation 5 Game of 2022
this-war-of-mine-final-cut,https://www.metacritic.com/game/playstation-5/this-war-of-mine-final-cut,11 bit studios,11 bit studios,"May 10, 2022",Xbox Series X,"The Remastered Final Cut version for PS5 is finally here!
In This War Of Mine, you do not play as an elite soldier, rather as a group of civilians trying to survive in a besieged city; struggling with a lack of food, medicine and constant danger from snipers and hostile scavengers. During the day you need to focus on maintaining your hideout: crafting, trading and taking care of your survivors. At night, take one of your civilians on a mission to scavenge for items that will help you stay alive.

Make life-and-death decisions driven by your conscience. Try to protect everybody from your shelter or sacrifice some of them for longer-term survival. During war, there are no good or bad decisions; there is only survival. The sooner you realize that, the better.
This War of Mine: Final Cut main features:
- Inspired by real-life events
- Control your survivors and manage your shelter
- Craft weapons, alcohol, beds or stoves―anything that helps you survive
- Make decisions―an often unforgiving and emotionally difficult experience
- Randomized world and characters every time you start a new game
- Charcoal-stylized aesthetics to complement the game's theme
- All updates and free expansions added along the way to create the Final Cut Collapse",82,generally favorable reviews,12,11,1,0,6.2,mixed or average reviews,10.0,1.0,0.0,0.0,"Action, General, Miscellaneous, Action Adventure, Survival, Board / Card Game",No Online Multiplayer,M,#25 Best PlayStation 5 Game of 2022
wrc-9-fia-world-rally-championship,https://www.metacritic.com/game/playstation-5/wrc-9-fia-world-rally-championship,Nacon,KT Racing,"Nov 12, 2020","PC, PlayStation 4, Switch, Xbox One, Xbox Series X",The WRC license is back and even better this year with WRC 9. Take part in the Calendar's 3 new rallies and challenge the community with the customisable league system. Then dive into the skin of a co-driver with the astonishing co-op mode.,82,generally favorable reviews,9,9,0,0,7.5,generally favorable reviews,26.0,4.0,0.0,1.0,"Racing, Simulation, Automobile",8,E,"#9 Best PlayStation 5 Game of 2020
#24 Most Discussed PlayStation 5 Game of 2020"
roki,https://www.metacritic.com/game/playstation-5/roki,United Label,Polygon Treehouse,"Oct 28, 2021","PC, PlayStation 4, Switch, Xbox One, Xbox Series X","
Every dark fairytale has its monster.

Rediscover magic and chart your adventure through this forgotten northern world of mystery and monsters. Find your courage, discover hidden paths, solve ancient puzzles and travel deeper through the icy land to learn the truth.

Join Tove on a fantastical journey to save her family; one that takes her deep into a hidden, long forgotten world of folklore, filled with strange locations and even stranger creatures.

Explore the ancient wilderness, solve its mysteries, and save your family in this modern adventure game for all. Collapse",82,generally favorable reviews,8,7,1,0,tbd,no user score yet,1.0,1.0,0.0,1.0,"Adventure, General",No Online Multiplayer,E10+,#29 Best PlayStation 5 Game of 2021
