Name,Link,Distributer,Developer,Release Date,Also On,Summary,Metascore,Meta Status,# of Critic Reviews,Critic Positive,Critic Mixed,Critic Negative,Userscore,Userscore Status,# of User Reviews,User Positive,User Mixed,User Negative,Genres,# Of Players,Rating,Awards
hatsune-miku-project-diva-future-tone---colorful-tone,https://www.metacritic.com/game/playstation-4/hatsune-miku-project-diva-future-tone---colorful-tone,Sega,Sega,"Jan 10, 2017",,"Explore the infinite world of Hatsune Miku through the most comprehensive Project Diva game ever released! Hatsune Miku: Project Diva Future Tone Prelude comes with two songs and modules to customize. To unlock the full potential of Future Tone, purchase two packs bursting with 220 songs: Future Sound and Colorful Tone. [Playstation.com] Collapse",84,generally favorable reviews,21,18,3,0,7.9,generally favorable reviews,77.0,8.0,2.0,0.0,"Action, Rhythm, Music",,T,#35 Best PS4 Game of 2017
hatsune-miku-project-diva-future-tone---future-sound,https://www.metacritic.com/game/playstation-4/hatsune-miku-project-diva-future-tone---future-sound,Sega,Sega,"Jan 10, 2017",,"Explore the infinite world of Hatsune Miku through the most comprehensive Project Diva game ever released! Hatsune Miku: Project Diva Future Tone Prelude comes with two songs and modules to customize. To unlock the full potential of Future Tone, purchase two packs bursting with 220 songs: Future Sound and Colorful Tone. [Playstation.com] Collapse",84,generally favorable reviews,21,18,3,0,7.7,generally favorable reviews,76.0,6.0,1.0,0.0,"Action, Rhythm, Music",,T,"#36 Best PS4 Game of 2017
#43 Most Shared PS4 Game of 2017"
resogun,https://www.metacritic.com/game/playstation-4/resogun,SCEA,"Housemarque, XDEV","Nov 15, 2013","PlayStation 3, PlayStation Vita","RESOGUN is a visceral fast-paced shoot em' up developed exclusively for the PS4 system. Unleash a varied array of devastating weapons including lasers, missiles, overdrive, and nova-bombs to blast hordes of enemies and rescue the last survivors from distant galactic colonies that are under ruthless attack from an evil alien invasion force. Collapse",84,generally favorable reviews,66,61,5,0,7.7,generally favorable reviews,1062.0,138.0,24.0,3.0,"Shooter, Scrolling, Action, Shooter, Scrolling, Shoot-'Em-Up, Horizontal",,E10+,"#5 Best PS4 Game of 2013
#7 Most Discussed PS4 Game of 2013
#13 Most Shared PS4 Game of 2013"
marvels-spider-man-miles-morales,https://www.metacritic.com/game/playstation-4/marvels-spider-man-miles-morales,PlayStation Studios,Insomniac Games,"Nov 12, 2020","PC, PlayStation 5",The latest adventure in the Spider-Man universe will build on and expand 'Marvel's Spider-Man' through an all-new story. Players will experience the rise of Miles Morales as he masters new powers to become his own Spider-Man.,84,generally favorable reviews,22,19,3,0,7.8,generally favorable reviews,900.0,164.0,53.0,32.0,"Action Adventure, Open-World",No Online Multiplayer,T,"#18 Best PS4 Game of 2020
#26 Most Discussed PS4 Game of 2020"
f1-2019,https://www.metacritic.com/game/playstation-4/f1-2019,Codemasters,Codemasters,"Jun 25, 2019","PC, Xbox One","The official videogame of the 2019 FIA Formula One World Championship, F1 2019 challenges you to Defeat your Rivals in the most ambitious F1 game in Codemasters' history. The game is released a full two months earlier during the Formula 1 myWorld Grosser Preis von Osterreich 2019 weekend and, unlike previous iterations, ahead of the British, German and Hungarian races.

F1 2019 features all the official teams, drivers and all 21 circuits from the 2019 season. This year sees the inclusion of F2 with players being able to complete the 2018 season with the likes of George Russell, Lando Norris and Alexander Albon. The 2019 F2 season content will be made available as a free digital update during the season.

Having established itself as one of the highest rated racing franchises of all time, F1 2019 builds on the success of previous iterations and delivers an experience that rivals the quality and production values of its real-life race counterpart. With greater emphasis on graphical fidelity, the environments have been significantly enhanced, and the tracks come to life like never before. Night races have been completely overhauled creating vastly improved levels of realism and the upgraded F1 broadcast sound and visuals add further realism to all aspects of the race weekend. Collapse",84,generally favorable reviews,43,39,4,0,7.7,generally favorable reviews,110.0,16.0,3.0,4.0,"Racing, Simulation, Automobile",20,E,"#19 Best PS4 Game of 2019
#86 Most Discussed PS4 Game of 2019
#33 Most Shared PS4 Game of 2019"
lara-croft-go,https://www.metacritic.com/game/playstation-4/lara-croft-go,Square Enix,Square Enix,"Dec 3, 2016","iPhone/iPad, PC, PlayStation Vita","Lara Croft GO is a turn based puzzle-adventure set in a long-forgotten world. Explore the ruins of an ancient civilization, discover well-kept secrets and face deadly challenges as you uncover the myth of the Queen of Venom.",84,generally favorable reviews,15,15,0,0,6.0,mixed or average reviews,65.0,3.0,5.0,1.0,"Strategy, Turn-Based, General",,E10+,"#35 Best PS4 Game of 2016
#49 Most Shared PS4 Game of 2016"
oddworld-abes-oddysee---new-n-tasty,https://www.metacritic.com/game/playstation-4/oddworld-abes-oddysee---new-n-tasty,"Oddworld Inhabitants , Limited Run Games",Just Add Water,"Jul 22, 2014","iPhone/iPad, PC, PlayStation 3, PlayStation Vita, Switch, Wii U, Xbox One","Rescue your fellow meat factory slaves in this nostalgic, classic platformer with the latest immersive graphics and design. Find your destiny. Once a happy floor waxer in Oddworld's biggest meat processing plant, Abe stumbled across his boss's secret plan to turn the factory's slave labour force into the latest in the RuptureFarms Tasty Treats line of novelty meat snacks. Abe now has to save his own skin from the grinders even if simply escaping the flesh farm is only the start of his Oddysee. Trigger-happy hunting parties, carnivorous sacred beasts, ancient temple traps and even a return to his former workplace await Abe on his journey to discover his people's heritage. Collapse",84,generally favorable reviews,50,44,6,0,7.8,generally favorable reviews,382.0,30.0,18.0,4.0,"Platformer, 2D, Action, Platformer, 2D",No Online Multiplayer,T,"#22 Best PS4 Game of 2014
#52 Most Discussed PS4 Game of 2014
#39 Most Shared PS4 Game of 2014"
hitman---episode-2-sapienza,https://www.metacritic.com/game/playstation-4/hitman---episode-2-sapienza,Square Enix,Io Interactive,"Apr 26, 2016","PC, Xbox One","The 2nd installment of HITMAN finds Agent 47 traveling to the beautiful, sun-drenched coastal town of Sapienza, Italy. This episode adds a new story mission, new challenges, new weapons and gear, the Italian suit and of course new targets, opportunities and disguises.",84,generally favorable reviews,37,33,4,0,7.0,mixed or average reviews,126.0,4.0,1.0,3.0,"Action Adventure, General",,,#36 Best PS4 Game of 2016
bioshock-the-collection,https://www.metacritic.com/game/playstation-4/bioshock-the-collection,2K Games,2K Games,"Sep 13, 2016","PC, Switch, Xbox One",Return to the cities of Rapture and Columbia and experience the BioShock franchise like never before. BioShock: The Collection retells the epic journeys of the BioShock universe remastered for PS4.,84,generally favorable reviews,39,38,1,0,8.6,generally favorable reviews,852.0,95.0,8.0,9.0,"Action, Miscellaneous, Shooter, Compilation, First-Person, Arcade",No Online Multiplayer,M,"#37 Best PS4 Game of 2016
#33 Most Discussed PS4 Game of 2016
#41 Most Shared PS4 Game of 2016"
hitman,https://www.metacritic.com/game/playstation-4/hitman,Square Enix,Io Interactive,"Oct 31, 2016","PC, Stadia, Xbox One","HITMAN empowers players to perform contract hits on powerful, high-profile targets in exotic locations around the globe, from Paris and sunny coast of Italy to the dust and hustle of the markets in Marrakesh in this stealth action title. Gameplay centers on taking out targets in vast sandbox levels with complete freedom of approach. Where to go, when to attack and who to kill is at your discretion. Collapse",84,generally favorable reviews,40,38,2,0,7.8,generally favorable reviews,432.0,44.0,17.0,9.0,"Modern, Action Adventure, General",No Online Multiplayer,M,"#38 Best PS4 Game of 2016
#55 Most Discussed PS4 Game of 2016
#57 Most Shared PS4 Game of 2016"
fifa-18,https://www.metacritic.com/game/playstation-4/fifa-18,Electronic Arts,EA Vancouver,"Sep 26, 2017","PC, PlayStation 3, Switch, Xbox 360, Xbox One","Score incredible goals in FIFA 18 as new movement and finishing animations unlock more fluid striking and heading of the ball. All-new crossing controls bring greater options to how you send it into the box. Whipped to the spot, arching deliveries, and pinged crosses to the back-stick will shake up your attacks in the final third. The biggest step in gameplay, FIFA 18 introduces Real Player Motion Technology, an all-new animation system that unlocks the next level of responsiveness and player personality. Now Cristiano Ronaldo and other top players feel and move exactly like they do on the real pitch. From tiki-taka to high press, new Team Styles put the most recognised tactics of the world's best clubs on the pitch in FIFA 18. Enjoy more time and space to read the play through New Player Positioning, while improved tactics give players greater options on the ball as teammates exploit space and make new attacking runs. [Electronic Arts] Collapse",84,generally favorable reviews,68,60,8,0,3.6,generally unfavorable reviews,1124.0,58.0,41.0,200.0,"Sports, Team, Soccer, Sim",22,E,"#37 Best PS4 Game of 2017
#21 Most Discussed PS4 Game of 2017
#35 Most Shared PS4 Game of 2017"
final-fantasy-x-x-2-hd-remaster,https://www.metacritic.com/game/playstation-4/final-fantasy-x-x-2-hd-remaster,Square Enix,Virtuos,"May 12, 2015","PC, PlayStation 3, PlayStation Vita, Switch, Xbox One","Two RPGs - Now in High Definition. Over 200 hours of gameplay, including the International version content never before released in North America. Relive the fateful journey with fully remastered HD visuals and rearranged music.",84,generally favorable reviews,30,26,4,0,8.4,generally favorable reviews,654.0,47.0,6.0,10.0,"Miscellaneous, Compilation",No Online Multiplayer,T,"#27 Best PS4 Game of 2015
#54 Most Discussed PS4 Game of 2015
#33 Most Shared PS4 Game of 2015"
trine-2-complete-story,https://www.metacritic.com/game/playstation-4/trine-2-complete-story,"Frozenbyte, Inc.","Frozenbyte, Inc.","Nov 15, 2013","PC, Switch","Trine 2 is a sidescrolling game of action, puzzles and platforming where you play as one of Three Heroes who make their way through dangers untold in a fantastical fairytale world. Join Amadeus the Wizard, Pontius the Knight and Zoya the Thief in their adventure full of friendship, magic and betrayal. Collapse",84,generally favorable reviews,9,9,0,0,7.6,generally favorable reviews,355.0,23.0,12.0,0.0,"Platformer, 2D, Action, Platformer, 2D",3,E10+,"#6 Best PS4 Game of 2013
#18 Most Discussed PS4 Game of 2013
#14 Most Shared PS4 Game of 2013"
assassins-creed-origins-the-curse-of-the-pharaohs,https://www.metacritic.com/game/playstation-4/assassins-creed-origins-the-curse-of-the-pharaohs,Ubisoft,Ubisoft Sofia,"Mar 13, 2018","PC, Xbox One","Curse of the Pharaohs, the third major expansion for Assassin's Creed Origins, takes Bayek to find a mysterious artifact in Thebes, where he immediately runs into much more than he bargained for. Instead of the mortal and deceitful Order of the Ancients, he finds undead pharaohs materializing in the streets and slaughtering civilians. The Pharaoh's Curse, as the locals call it, likely has something to do with all the grave robbers treating the Valley of the Kings like a strip mine for antiquities, forcing Bayek to hunt down key artifacts linked to each pharaoh in order to put them to rest. Collapse",83,generally favorable reviews,15,15,0,0,7.5,generally favorable reviews,165.0,11.0,3.0,3.0,"Miscellaneous, Action Adventure, Edutainment, Open-World",,M,#28 Best PS4 Game of 2018
dmc-devil-may-cry-definitive-edition,https://www.metacritic.com/game/playstation-4/dmc-devil-may-cry-definitive-edition,Capcom,"Ninja Theory, QLOC","Mar 10, 2015",Xbox One,"The definitive edition of this action game arrives with enhanced 1080p graphics at 60fps, new features and all the original DLC included. Chain together stylish combos with up to 8 unique weapons. Traverse the demonic world of Limbo as you join Dante and Vergil in the legendary rebirth of the Devil May Cry franchise. Collapse",83,generally favorable reviews,53,50,3,0,7.5,generally favorable reviews,733.0,67.0,14.0,12.0,"Fantasy, Action Adventure, General, Linear",No Online Multiplayer,M,"#28 Best PS4 Game of 2015
#40 Most Discussed PS4 Game of 2015
#76 Most Shared PS4 Game of 2015"
disgaea-1-complete,https://www.metacritic.com/game/playstation-4/disgaea-1-complete,NIS America,Nippon Ichi Software,"Oct 9, 2018","iPhone/iPad, Switch","The Overlord is dead. The Netherworld is in turmoil. Time to kick some ass! Netherworld Prince Laharl awakens to fight for his throne and it's up to him and some unlikely allies to defend what is rightfully his. Together with his devious vassal Etna, the angel trainee Flonne, and a whole cavalcade of explosive characters, Laharl will slash, shoot, and punch his way to the top. Build your squad to level 9999 and unleash crazy special skills, team attacks, and spells to deal millions of points of damage in this zany high-definition remake of an RPG classic. Collapse",83,generally favorable reviews,8,8,0,0,7.5,generally favorable reviews,56.0,1.0,1.0,1.0,"Strategy, Turn-Based, Tactics",No Online Multiplayer,T,#29 Best PS4 Game of 2018
pro-evolution-soccer-2018,https://www.metacritic.com/game/playstation-4/pro-evolution-soccer-2018,Konami,Konami,"Sep 12, 2017","PC, PlayStation 3, Xbox 360, Xbox One","Real Touch+ adds a new dimension to ball control, with full body touch allowing various parts of the body to control the ball based on the unpredictability of the ball movement. Set pieces have been reworked with a new Free Kick and Penalty Kick system, alongside the option to choose the new one player kick off. A new mode dedicated to 2v2 and 3v3 co-op play, with support for local guests. Play together with friends, take your team to the top or simply have some fun via one-off casual matches. Compete in PES League in new modes including myClub, Random Selection Match and Online co-op. [Konami] Collapse",83,generally favorable reviews,53,50,3,0,7.3,mixed or average reviews,361.0,42.0,13.0,19.0,"Sports, Team, Soccer, Sim",6,E,"#38 Best PS4 Game of 2017
#56 Most Discussed PS4 Game of 2017
#41 Most Shared PS4 Game of 2017"
call-of-duty-black-ops-4,https://www.metacritic.com/game/playstation-4/call-of-duty-black-ops-4,Activision,Treyarch,"Oct 12, 2018","PC, Xbox One","Black Ops returns - in your face. Featuring gritty, grounded, fluid Multiplayer combat, a massive Zombies offering with 3 full undead adventures at launch, and Blackout, where the universe of Black Ops comes to life in one huge battle royale experience featuring the largest map in Call of Duty history, signature Black Ops combat, characters, locations and weapons from the entire Black Ops series. Soldier up for all-out combat – tailor made for the Black Ops community. [Treyarch] Collapse",83,generally favorable reviews,72,68,4,0,4.1,generally unfavorable reviews,1824.0,147.0,90.0,328.0,"Action, Shooter, First-Person, Tactical",64,M,"#30 Best PS4 Game of 2018
#9 Most Discussed PS4 Game of 2018
#22 Most Shared PS4 Game of 2018"
ghost-of-tsushima,https://www.metacritic.com/game/playstation-4/ghost-of-tsushima,Sony Interactive Entertainment,Sucker Punch,"Jul 17, 2020",,"The year is 1274. Samurai warriors are the legendary defenders of Japan -- until the fearsome Mongol Empire invades the island of Tsushima, wreaking havoc and conquering the local population. As one of the last surviving samurai, you rise from the ashes to fight back. But, honorable tactics won't lead you to victory. You must move beyond your samurai traditions to forge a new way of fighting -- the way of the Ghost -- as you wage an unconventional war for the freedom of Japan. Collapse",83,generally favorable reviews,122,107,15,0,9.1,universal acclaim,21070.0,8918.0,361.0,296.0,"General, Action Adventure, Open-World",No Online Multiplayer,M,"#19 Best PS4 Game of 2020
#2 Most Discussed PS4 Game of 2020
#5 Most Shared PS4 Game of 2020"
the-yakuza-remastered-collection,https://www.metacritic.com/game/playstation-4/the-yakuza-remastered-collection,Sega,Ryu ga Gotoku Studios,"Aug 20, 2019","PC, Xbox One","Complete The Dragon of Dojima's Journey

Celebrate Kazuma Kiryu's saga with the beautifully remastered Yakuza 3, 4, and 5. With restored content and updated localization in 1080p and 60fps, experience the complete Yakuza collection on one console for the first time in history.",83,generally favorable reviews,22,21,1,0,7.8,generally favorable reviews,36.0,3.0,2.0,0.0,"Miscellaneous, Compilation",No Online Multiplayer,M,#20 Best PS4 Game of 2019
persona-5-strikers,https://www.metacritic.com/game/playstation-4/persona-5-strikers,"Sega , Atlus",Omega Force,"Feb 19, 2021","PC, Switch","
The sequel to the international smash-hit Persona 5 (3.2 million copies world-wide) is now available as the series' first action RPG! Featuring an all-new story set up half a year after the events of P5!
Travel Japan!
Following the events of P5, the Phantom Thieves of Hearts gather once more during their summer break to solve the mystery behind new change of heart cases that are occurring all over Japan!
Persona 5 is now an action RPG!
The new action battle system makes hitting enemy weak points to activate a 1 More or All-Out Attack, which fans have come to love, even easier!

You can even use Baton Pass to play as other characters!
In the newly introduced Jails, you can switch controls between characters at any time! Clear the game with style by using different characters in unique situations!
New character!
Who is this new mysterious girl you meet in the Shibuya of the other world? Find out as she fights alongside you as the newest member of the Phantom Thieves of Hearts! Collapse",83,generally favorable reviews,73,69,4,0,7.7,generally favorable reviews,424.0,103.0,15.0,19.0,"Role-Playing, Action RPG",No Online Multiplayer,M,"#10 Best PS4 Game of 2021
#5 Most Discussed PS4 Game of 2021"
guacamelee!-2,https://www.metacritic.com/game/playstation-4/guacamelee!-2,DrinkBox Studios,DrinkBox Studios,"Aug 21, 2018","PC, Switch, Xbox One","Head back to the Mexiverse in this sequel to Guacamelee! Uppercut your way to victory across stunning new hand-crafted levels. Featuring full 4-player co-op, fancy new wrestling moves, sassy new bosses, twice the enemies, and 300% more chickens.",83,generally favorable reviews,68,55,13,0,7.9,generally favorable reviews,111.0,22.0,6.0,2.0,"Action, Platformer, 2D, , Metroidvania",4,E10+,"#31 Best PS4 Game of 2018
#84 Most Discussed PS4 Game of 2018
#57 Most Shared PS4 Game of 2018"
far-lone-sails,https://www.metacritic.com/game/playstation-4/far-lone-sails,Okomotive,Okomotive,"Apr 2, 2019","iPhone/iPad, PC, Switch, Xbox One","Traverse a desiccated seabed littered with the remains of a decaying civilization. Keep your vessel going, overcome obstacles, and withstand hazardous weather conditions. Where will this journey take you? Are you the last of your kind?",83,generally favorable reviews,8,7,1,0,7.1,mixed or average reviews,19.0,4.0,0.0,0.0,"Action, Action Adventure, Platformer, Linear, 2D",No Online Multiplayer,E,#21 Best PS4 Game of 2019
bloodstained-ritual-of-the-night,https://www.metacritic.com/game/playstation-4/bloodstained-ritual-of-the-night,505 Games,ArtPlay,"Jun 18, 2019","iPhone/iPad, PC, Stadia, Switch, Xbox One","
You are Miriam, an orphan scarred by an alchemist curse which slowly crystallizes your skin. You must battle your way through a demon-filled castle summoned by Gebel, your old friend whose body has become more crystal than flesh.

* Exploration: Bloodstained's story unfolds as you explore Gebel's hellish castle; a sprawling structure that features a variety of locations. As you explore the massive castle you'll find warp gates that will allow you to travel quickly without having to backtrack too much.
* RPG Elements: It's not an Igavania without leveling, and Bloodstained will be no exception. In addition to the classic elements everyones come to expect, enemies in Bloodstained will drop a wide variety of items, materials, and magi-crystals necessary to create the items that will get you safely through Gebels castle.
* Crafting: As you explore, fight enemies, and complete quests you will gain experience and become more powerful, acquiring a variety of weapons along the way. Enemies will also drop materials you can use to craft new weapons and abilities using Miriam's training in alchemy. Collapse",83,generally favorable reviews,54,48,6,0,8.4,generally favorable reviews,513.0,145.0,17.0,4.0,"2D, Action, Role-Playing, Platformer, Action RPG, , Metroidvania",No Online Multiplayer,T,"#22 Best PS4 Game of 2019
#32 Most Discussed PS4 Game of 2019
#16 Most Shared PS4 Game of 2019"
assassins-creed-iv-black-flag,https://www.metacritic.com/game/playstation-4/assassins-creed-iv-black-flag,Ubisoft,Ubisoft,"Nov 12, 2013","PC, PlayStation 3, Stadia, Wii U, Xbox 360, Xbox One","The year is 1715. Pirates rule the waters of the Caribbean and have established a lawless Republic. Among these outlaws is a lethal young captain named Edward Kenway. His notorious exploits earn the respect of legends like Blackbeard, but draw him into an ancient war that may destroy everything the pirates have built for themselves. Collapse",83,generally favorable reviews,29,25,4,0,8.0,generally favorable reviews,2617.0,297.0,89.0,34.0,"Action Adventure, Historic, Historic, Open-World",8,M,"#7 Best PS4 Game of 2013
#3 Most Discussed PS4 Game of 2013
#4 Most Shared PS4 Game of 2013"
crash-team-racing-nitro-fueled,https://www.metacritic.com/game/playstation-4/crash-team-racing-nitro-fueled,Activision,Beenox,"Jun 21, 2019","Switch, Xbox One","Start your engines with the original game modes, characters, tracks, power-ups, weapons and controls. Power slide to glory in additional karts and tracks from beyond the original game. Race online with friends and Crash the competition with online leader boards.",83,generally favorable reviews,75,72,3,0,6.9,mixed or average reviews,784.0,161.0,32.0,111.0,"Racing, Arcade, Automobile",8,E10+,"#23 Best PS4 Game of 2019
#25 Most Discussed PS4 Game of 2019
#13 Most Shared PS4 Game of 2019"
kingdom-hearts-iii,https://www.metacritic.com/game/playstation-4/kingdom-hearts-iii,Square Enix,Square Enix,"Jan 29, 2019",Xbox One,"KINGDOM HEARTS III tells the story of the power of friendship and light vs. darkness as Sora and his friends embark on a perilous adventure. Set in a vast array of Disney and Pixar worlds, KINGDOM HEARTS follows the journey of Sora, an unknowing heir to a spectacular power. Sora is joined by Donald Duck and Goofy to stop an evil force known as the Heartless from invading and overtaking the universe. Sora, Donald, and Goofy unite with iconic Disney-Pixar characters old and new to overcome tremendous challenges and persevere against the darkness threatening their worlds. [Square Enix] Collapse",83,generally favorable reviews,88,81,6,1,8.0,generally favorable reviews,2485.0,384.0,141.0,106.0,"Action RPG, Action Adventure, Fantasy, Role-Playing, Action RPG",No Online Multiplayer,E10+,"#24 Best PS4 Game of 2019
#11 Most Discussed PS4 Game of 2019
#89 Most Shared PS4 Game of 2019"
prey-mooncrash,https://www.metacritic.com/game/playstation-4/prey-mooncrash,Bethesda Softworks,Arkane Studios,"Jun 11, 2018","PC, Xbox One","Fight overwhelming odds to escape a secret TranStar moon base where the enemies you encounter, the hazards you face, the goals you complete, and the loot you collect are different each time you play. With changing environments as dangerous as they are dynamic, the Mooncrash campaign for Prey will offer a fun, infinitely replayable challenge to test even the most skilled players.
Story:
In Prey: Mooncrash, TranStar's secret moon base stopped transmitting shortly after the events of Prey. Now Peter, a hacker stationed aboard a spy satellite tasked with intercepting TranStar communications, must find out why. Trapped and under a ruthless contract with KASMA Corp, Peter's only hope of ever seeing his family again is uncovering the moon base's lost secrets.

Features:

Live. Die. Adapt. Escape!
Escape TranStar's moon base before the Typhon threat takes over. A simple goal, but one with hundreds of viable solutions. In Mooncrash, players will experience an all-new, infinitely replayable, 'rogue-lite' campaign with ever-changing enemies, weapons and objectives against a constantly increasing alien threat.

Survive How You Want with Who You Want
Unlock multiple characters as you play, each with their own set of specialized, upgradable skills. Will you forge your path with the resourceful engineer Joan, trade that wrench in for Security Officer Bhatia and his shotgun, or will you choose the frail-but-gifted Andrius and his arsenal of psychic abilities? Prey is about choices, and those choices belong to you.

Search for Secrets, Lootand a Way Off
Arkane Studios' talent for detail and story-rich environments comes alive in Mooncrash. As you explore the station, which is the same size and scope of four levels of the original game's Talos I station, don't forget to keep your eyes peeled for precious supplies and, of course, Mimics.

New Challenges, New Solutions
The Typhon threat has returned with familiar foes and tough new enemies, each armed with a unique set of deadly characteristics. Use the full power of the arsenal at your disposal, including popular weapons and abilities from Prey's main game, to fight for your life and make a mad dash for your escape.

Prey: Typhon Hunter
Mooncrash includes Prey: Typhon Hunter, an online multiplayer update. Typhon Hunter is a lethal game of hide-and-seek between a single survivor (Morgan Yu) and five other players who stalk, hunt, and hide in plain sight as shape-shifting Mimic aliens. Every object is a potential enemy. Will Morgan or the Mimics prevail?

TranStar VR is a single player VR-only campaign included in the Typhon Hunter update. This campaign puts you in the shoes of various TranStar employees as you complete objectives and solve intricate puzzles on Talos I, just days before the events of Prey.

Requires the Prey full game. Collapse",83,generally favorable reviews,12,12,0,0,7.5,generally favorable reviews,67.0,3.0,0.0,0.0,"Action, Role-Playing, Shooter, Action RPG, First-Person, Arcade",,M,#32 Best PS4 Game of 2018
darkest-dungeon,https://www.metacritic.com/game/playstation-4/darkest-dungeon,Red Hook Studios,Red Hook Studios,"Sep 27, 2016","iPhone/iPad, PC, PlayStation Vita, Switch, Xbox One","Darkest Dungeon is a gothic roguelike RPG dungeon crawler about the psychological stresses of adventuring. You will lead a band of four heroes on a perilous side-scrolling descent, dealing with a prodigious number of threats to their bodily health, and worse, a relentless assault on their mental fortitude! Five hundred feet below the earth you will not only fight unimaginable foes, but famine, disease, and the stress of the ever-encroaching dark. Darkest Dungeon focuses on the humanity and psychological vulnerability of the heroes and asks: What emotional toll does a life of adventure take? Collapse",83,generally favorable reviews,16,13,3,0,8.0,generally favorable reviews,201.0,24.0,6.0,7.0,"Role-Playing, General",No Online Multiplayer,T,"#39 Best PS4 Game of 2016
#83 Most Discussed PS4 Game of 2016
#92 Most Shared PS4 Game of 2016"
resident-evil-hd-remaster,https://www.metacritic.com/game/playstation-4/resident-evil-hd-remaster,Capcom,Capcom,"Jan 20, 2015","PC, PlayStation 3, Switch, Xbox 360, Xbox One",In 1998 a special forces team was sent to investigate some bizarre murders on the outskirts of Raccoon City. Upon arrival they were attacked by a pack of blood-thirsty dogs and were forced to take cover in a nearby mansion. But the scent of death hung heavy in the air. Supplies were scarce as they struggled to stay alive. Collapse,83,generally favorable reviews,49,44,5,0,8.6,generally favorable reviews,1035.0,110.0,19.0,8.0,"Horror, Action Adventure, Survival",No Online Multiplayer,M,"#29 Best PS4 Game of 2015
#33 Most Discussed PS4 Game of 2015
#65 Most Shared PS4 Game of 2015"
puyo-puyo-tetris,https://www.metacritic.com/game/playstation-4/puyo-puyo-tetris,"Sega , Sega Of America, Inc.","Sega, Sonic Team","Apr 25, 2017","PC, Switch, Xbox One","Two puzzle game juggernauts collide as Tetris, one of the largest-selling and recognized brands in gaming history, and Puyo Puyo from SEGA have combined to create a fun-to-play, fast-paced, competitive party game like no other! The game has tons of different styles of gameplay from the single-player Adventure and Challenge modes to the ferocious competition of the up-to-four player Arcade modes. There's plenty of Tetris/Puyo variety, even an in-game Shop where players can unlock new characters, new skins for Puyos and Tetriminos, new backgrounds and more.

Features:

* Adventure Single-player mode offers ten unique acts, each with ten stages featuring different characters from the Puyo Puyo and Tetris universes. Each stage contains unique challenges players will need to overcome in order to win and move on!
* Multiplayer Arcade For up to four local players, Multiplayer Arcade offers a wealth of variety that will bring out players' competitive nature!
* Online Players can try their puzzle skills on a global scale by playing any of the multiplayer modes with up to four players online, in Puzzle League or Free Play modes.
* Solo Arcade Play any of the Multiplayer Arcade modes against the CPU in Battle or Endurance matches, or try the single-player Challenges! Collapse",83,generally favorable reviews,16,12,4,0,7.5,generally favorable reviews,56.0,8.0,5.0,1.0,"Puzzle, Stacking",4,E10+,#39 Best PS4 Game of 2017
call-of-duty-modern-warfare-remastered,https://www.metacritic.com/game/playstation-4/call-of-duty-modern-warfare-remastered,Activision,Infinity Ward,"Nov 4, 2016","PC, Xbox One","Call of Duty: Modern Warfare is back, remastered in true high-definition, featuring improved textures, physically based rendering, high-dynamic range lighting and much more. Relive one of the most iconic campaigns in history, as you are transported around the globe, including fan favorite missions ""All Ghillied Up,"" ""Mile High Club,"" and ""Crew Expendable."" You'll suit up as unforgettable characters Sgt. John ""Soap"" MacTavish, Capt. John Price and more, as you battle a rogue enemy group across global hot spots from Eastern Europe and rural Russia, all the way to the Middle East. Through an engaging narrative full of twists and turns, call on sophisticated technology and superior firepower as you coordinate land and air strikes on a battlefield where speed and accuracy are essential to victory. Additionally, team up with your friends in the online mode that redefined Call of Duty by introducing kill streaks, XP, Prestige and more in customizable, classic multiplayer modes. Collapse",83,generally favorable reviews,27,24,3,0,7.5,generally favorable reviews,782.0,72.0,33.0,20.0,"Arcade, Action, Shooter, First-Person, Tactical",18,M,"#40 Best PS4 Game of 2016
#30 Most Discussed PS4 Game of 2016
#80 Most Shared PS4 Game of 2016"
mlb-the-show-20,https://www.metacritic.com/game/playstation-4/mlb-the-show-20,"SCEE , Sony Interactive Entertainment",SCEA San Diego Studios,"Mar 13, 2020",,Run the table and rake in rewards with brand new mode “Showdown”. A new experience and updates throughout DD make Diamond Dynasty the best version yet.,83,generally favorable reviews,39,36,3,0,6.3,mixed or average reviews,165.0,21.0,5.0,22.0,"Sports, Team, Baseball, Sim",,E,"#20 Best PS4 Game of 2020
#59 Most Discussed PS4 Game of 2020"
