Name,Link,Distributer,Developer,Release Date,Also On,Summary,Metascore,Meta Status,# of Critic Reviews,Critic Positive,Critic Mixed,Critic Negative,Userscore,Userscore Status,# of User Reviews,User Positive,User Mixed,User Negative,Genres,# Of Players,Rating,Awards
marvels-midnight-suns,https://www.metacritic.com/game/xbox-series-x/marvels-midnight-suns,2K Games,Firaxis Games,"Dec 2, 2022","PC, PlayStation 5","After centuries of sleep, Lilith, Mother of Demons, has been revived by Hydra through a twist of dark magic and science. Lilith stops at nothing to complete an ancient prophecy and bring back her evil master, Chthon. Pushed to the brink, the Avengers desperately look to fight fire with hellfire and enlist the help of the Midnight Suns - Nico Minoru, Blade, Magik and Ghost Rider - young heroes with powers deeply rooted in the supernatural, formed to prevent the very prophecy Lilith aims to fulfill.

In the face of fallen allies and the fate of the world at stake, it will be up to you to rise up against the darkness!

Marvel's Midnight Suns is a new tactical RPG set in the darker side of the Marvel Universe, putting you face-to-face against demonic forces of the underworld as you team up with and live among the Midnight Suns, Earth's last line of defense. Collapse",81,generally favorable reviews,13,11,2,0,8.1,generally favorable reviews,39.0,12.0,1.0,1.0,"Strategy, Turn-Based, Tactics",No Online Multiplayer,T,"#24 Best Xbox Series X Game of 2022
#49 Most Discussed Xbox Series X Game of 2022"
f1-22,https://www.metacritic.com/game/xbox-series-x/f1-22,Electronic Arts,Codemasters,"Jun 28, 2022","PC, PlayStation 4, PlayStation 5, Xbox One","Enter the new era of Formula 1® in EA SPORTS™ F1® 22, the official videogame of the 2022 FIA Formula One World Championship™. Take your seat for a new season as redesigned cars and overhauled rules redefine race day, test your skills around the new Miami International Autodrome, and get a taste of the glitz and glamour in F1® Life. Race the stunning new cars of the Formula 1® 2022 season with the authentic lineup of all 20 drivers and 10 teams, and take control of your race experience with new immersive or broadcast race sequences. Create a team and take them to the front of the grid with new depth in the acclaimed My Team career mode, race head-to-head in split-screen or multiplayer, or change the pace by taking supercars from some of the sport’s biggest names to the track in our all new Pirelli Hot Laps feature. Collapse",81,generally favorable reviews,22,19,3,0,4.5,generally unfavorable reviews,36.0,3.0,0.0,12.0,"Action, General, Racing, Simulation, Automobile",22,E,
chivalry-2,https://www.metacritic.com/game/xbox-series-x/chivalry-2,Deep Silver,Torn Banner Studios,"Jun 8, 2021","PC, PlayStation 4, PlayStation 5, Xbox One","Chivalry 2 is a multiplayer first person slasher inspired by epic medieval movie battles. Players are thrust into the action of every iconic moment of the era - from the thunder of cavalry charges, to storms of flaming arrows, sprawling castle sieges and more. Catapults tear the earth apart as players lay siege to castles, set fire to villages and slaughter filthy peasants in the return of grand Team Objective maps. Ride to war on horseback and claim glory by your blade. Are ye a heroic warrior, or a blood-soaked murderer? Keep fighting and gurgling out battlecries even when wounded, bleeding out and missing limbs. Enhanced player expression brings thousands of hilarious new voice-lines and deep character customization. A revamped, faster and more fluid combat system offers an expanded range of creative choices, allowing players to perfect their playstyle. Immersive sound and effects ensure every blow lands with the sickening thud of steel sinking into bone. Collapse",81,generally favorable reviews,11,8,3,0,6.6,mixed or average reviews,48.0,16.0,2.0,5.0,"Action, Beat-'Em-Up, 3D",64,M,"#21 Best Xbox Series X Game of 2021
#32 Most Discussed Xbox Series X Game of 2021"
blacktail,https://www.metacritic.com/game/xbox-series-x/blacktail,"The Parasight , Focus Entertainment",The Parasight,"Dec 15, 2022","PC, PlayStation 5","Create the myth of Baba Yaga by living out the origins of this classic Slavic folk story in BLACKTAIL, the first-person action-adventure from THE PARASIGHT. Experience a one-of-a-kind blend of intense archery combat and dark storytelling set in a vibrant fairy tale world. Choose your path to become either the guardian of the woods or the terror nightmares are made of.

You play as Yaga, a 16-year-old girl accused of witchcraft and expelled from an early medieval Slavic settlement. When living memories of her past return as foul, walking spirits, Yaga is faced with no other option than to hunt them down in hopes of unravelling her own mystery. Collapse",81,generally favorable reviews,7,6,1,0,8.1,generally favorable reviews,10.0,2.0,0.0,0.0,"Action, Shooter, First-Person, Arcade",No Online Multiplayer,T,"#26 Best Xbox Series X Game of 2022
#88 Most Discussed Xbox Series X Game of 2022"
immortals-fenyx-rising,https://www.metacritic.com/game/xbox-series-x/immortals-fenyx-rising,Ubisoft,Ubisoft Quebec,"Dec 3, 2020","PC, PlayStation 4, PlayStation 5, Stadia, Switch, Xbox One","[Formerly titled 'Gods & Monsters'] Immortals Fenyx Rising brings grand mythological adventure to life. Play as Fenyx, a new, winged demigod, on a quest to save the Greek gods. The fate of the world is at stake – you are the gods’ last hope. Wield the powers of the gods like Achilles' sword and Daidalos' wings to battle powerful enemies and solve ancient puzzles. Fight iconic mythological beasts like Cyclops and Medusa in dynamic combat in the air and on the ground. Use your skills and diverse weapons, including selfguided arrows, telekinesis, and more, for devastating damage. Discover a stylized open world across seven unique regions, each inspired by the gods. Collapse",81,generally favorable reviews,53,44,8,1,7.7,generally favorable reviews,273.0,70.0,16.0,10.0,"Action Adventure, Open-World",No Online Multiplayer,T,"#8 Best Xbox Series X Game of 2020
#3 Most Discussed Xbox Series X Game of 2020"
mlb-the-show-22,https://www.metacritic.com/game/xbox-series-x/mlb-the-show-22,Sony Interactive Entertainment,Sony Interactive Entertainment San Diego Studio,"Apr 1, 2022","PlayStation 4, PlayStation 5, Switch, Xbox One","Diamond Dynasty is back. Play, collect, and build on your fantasy card collection and bring to life on the diamond*. Try the new Mini Seasons mode, where each season brings new challenges as you face off against a new set of competition. Create and use multiple Ballplayers, beyond your Road to the Show personalized Baseball RPG experience, and customize your Ballplayers exactly how you want to aid in your progression. Face your friends with cross-platform play**. With cross progression, continue your progress and earn and use content on other console platforms. Stepping up to the plate for the first time? Tailor your experience with gameplay styles and two new difficulty settings to help you get the hang of the basics. Play March to October in your style, with updated mode tools to utilize custom uniforms, logos, and created stadiums. Live out your dream Baseball matchups with new Legends joining the diamond.
Collapse",80,generally favorable reviews,15,13,2,0,5.8,mixed or average reviews,26.0,5.0,3.0,5.0,"Sports, Team, Baseball, Sim",8,E,"#27 Best Xbox Series X Game of 2022
#52 Most Discussed Xbox Series X Game of 2022"
wrc-10-the-official-game,https://www.metacritic.com/game/xbox-series-x/wrc-10-the-official-game,"Maximum Games , Nacon",KT Racing,"Sep 2, 2021","PC, PlayStation 4, PlayStation 5, Switch, Xbox One","Reach the 2021 season podium, and to celebrate the 50th anniversary of the competition, relive the highlights at the wheel of legendary cars.",80,generally favorable reviews,12,10,2,0,6.8,mixed or average reviews,11.0,6.0,0.0,1.0,"Racing, Simulation, Automobile",8,E,"#22 Best Xbox Series X Game of 2021
#54 Most Discussed Xbox Series X Game of 2021"
alan-wake-remastered,https://www.metacritic.com/game/xbox-series-x/alan-wake-remastered,Epic Games,Remedy Entertainment,"Oct 5, 2021","PC, PlayStation 4, PlayStation 5, Switch, Xbox One","In this cinematic action-thriller, troubled author Alan Wake embarks on a desperate search for his missing wife, Alice. Following her mysterious disappearance from the Pacific Northwest town of Bright Falls, he discovers pages of a horror story he has supposedly written, but he has no memory of. Wake is soon forced to question his sanity, as page by page, the story comes true before his eyes: a hostile presence of supernatural darkness is taking over everyone it finds, turning them against him. He has no choice but to confront the forces of darkness armed only with his flashlight, a handgun and what remains of his shredded mind. His nightmarish journey to find answers to the mind-bending mystery he faces will lead him into the terrifying depths of the night. Alan Wake Remastered offers the complete experience, with the main game and its two story expansions - The Signal and The Writer - in stunning new 4K visuals. The tense, episodic story is packed with unexpected twists, heart-stopping cliff hangers, and intense bursts of combat where it takes more than bullets to banish the darkness. The game’s cutscenes, quirky cast of characters, and the majestic Pacific Northwest vistas have been enhanced for an experience that delivers as much on its visual impact as its unnerving atmosphere. Collapse",80,generally favorable reviews,23,21,2,0,7.9,generally favorable reviews,79.0,12.0,1.0,1.0,"Action Adventure, Survival",No Online Multiplayer,T,"#23 Best Xbox Series X Game of 2021
#44 Most Discussed Xbox Series X Game of 2021"
the-artful-escape,https://www.metacritic.com/game/xbox-series-x/the-artful-escape,Annapurna Interactive,Beethoven & Dinosaur,"Sep 9, 2021","PC, PlayStation 4, PlayStation 5, Switch, Xbox One","The Artful Escape of Francis Vendetti is a video game about great expectations, famous folk singers, lingering shadows, space Gods, hallucinogens, individuality, reptile shops, and wild imaginations. It's an action, adventure, exploration, narrative driven, musical-laser-light-battle kind of game.",80,generally favorable reviews,34,28,6,0,7.6,generally favorable reviews,78.0,28.0,4.0,3.0,"Action, Adventure, General, Platformer, 2D",,E10+,"#24 Best Xbox Series X Game of 2021
#26 Most Discussed Xbox Series X Game of 2021"
nba-2k23,https://www.metacritic.com/game/xbox-series-x/nba-2k23,2K Games,Visual Concepts,"Sep 9, 2022","iPhone/iPad, PC, PlayStation 4, PlayStation 5, Switch, Xbox One","NBA 2K23 features a completely rebuilt version of NBA 2K11's Jordan Challenges that had players trying to virtually recreate Jordan's real-life feats. One of these was a challenge to score at least 38 points and grab 7+ rebounds like Jordan himself did in June 1997 during his memorable ""flu game"" when a sick Jordan still put up big numbers and drained the winning basket in the NBA Finals. [GameSpot] Collapse",80,generally favorable reviews,28,23,5,0,4.6,generally unfavorable reviews,31.0,6.0,2.0,10.0,"Sports, Team, Basketball, Sim",,E,"#28 Best Xbox Series X Game of 2022
#42 Most Discussed Xbox Series X Game of 2022"
far-changing-tides,https://www.metacritic.com/game/xbox-series-x/far-changing-tides,Frontier Foundry,Okomotive,"Mar 1, 2022","PC, PlayStation 4, PlayStation 5, Switch, Xbox One","Set sail and discover the wonders of a flooded world rife with mystery. Dive into unknown depths on the hunt for fuel and salvage, devise innovative solutions to overcome intricate obstacles, and unearth forgotten relics lost to time.",80,generally favorable reviews,16,14,2,0,6.9,mixed or average reviews,32.0,5.0,2.0,3.0,"Action Adventure, Linear",No Online Multiplayer,E,"#29 Best Xbox Series X Game of 2022
#59 Most Discussed Xbox Series X Game of 2022"
nba-2k21,https://www.metacritic.com/game/xbox-series-x/nba-2k21,2K Games,Visual Concepts,"Nov 10, 2020","PC, PlayStation 4, PlayStation 5, Stadia, Switch, Xbox One","NBA 2K21 is the latest title in the world-renowned, best-selling NBA 2K series, delivering an industry-leading sports video game experience. With extensive improvements upon its best-in-class graphics and gameplay, competitive and community online features, and deep, varied game modes, NBA 2K21 offers one-of-a-kind immersion into all facets of NBA basketball and culture - where Everything is Game. Collapse",80,generally favorable reviews,22,18,4,0,4.5,generally unfavorable reviews,51.0,8.0,2.0,11.0,"Sports, Team, Basketball, Arcade",10,E,"#9 Best Xbox Series X Game of 2020
#9 Most Discussed Xbox Series X Game of 2020"
diablo-ii-resurrected,https://www.metacritic.com/game/xbox-series-x/diablo-ii-resurrected,Activision,Blizzard Entertainment,"Sep 23, 2021","PC, PlayStation 4, PlayStation 5, Switch, Xbox One","Diablo® II: Resurrected™ is a remastered version of the quintessential action RPG Diablo® II. Pursue the mysterious Dark Wanderer and fight the denizens of hell as you uncover the fate of the Prime Evils Diablo, Mephisto, and Baal. Features: Remastered graphics—monsters, heroes, items, spells, all resurrected. An epic story told through five distinct acts. Classic gameplay—the same Diablo II you know and love, preserved. Updated Battle.net support. Planned support for cross-progression—take your progress wherever you play. Diablo II: Resurrected includes all content from both Diablo II and its epic expansion Diablo II: Lord of Destruction®. Battle your way through icy caverns, horrific tombs filled with undead abominations, and frozen wastelands to the frigid summit of Mount Arreat and stop Baal, the Lord of Destruction. Raise hell with two Lord of Destruction playable classes—the cunning Assassin, master of traps and shadow disciplines, and the savage Druid, a bold shapeshifter and summoner who commands primal elemental magic. Collapse",80,generally favorable reviews,10,9,1,0,3.8,generally unfavorable reviews,96.0,9.0,1.0,21.0,"Role-Playing, Action RPG",8,M,"#25 Best Xbox Series X Game of 2021
#29 Most Discussed Xbox Series X Game of 2021"
thems-fightin-herds,https://www.metacritic.com/game/xbox-series-x/thems-fightin-herds,"Maximum Games , Modus Games , Humble Games","Mane6, Inc.","Oct 18, 2022","PC, PlayStation 4, PlayStation 5, Switch, Xbox One","
Overview:
Them's Fightin' Herds is an indie fighting game featuring a cast of adorable animals designed by acclaimed cartoon producer Lauren Faust. Beneath the cute and cuddly surface, a mechanically-deep GGPO-powered fighter awaits!

Combat Features:

* 4-Button Fighting - A (Light), B (Medium), C (Heavy), D (Magic).
* Magic System - Emphasize your character's special abilities through a dedicated button and a unique resource.
* Enhanced Super Attack - Spend an additional bar of meter during your super for a bonus utility effect.
* Juggle Decay - An infinite-prevention system that manages combo length without imposing hard limits.
* Dynamic Music System - Rockin' character themes adapt in the heat of the battle to make every fight feel like a clash of champions.
* GGPO Netcode - Battle across the globe with little to no input delay.

Game Modes:

* Local Versus and Online Matchmaking - Play at home or fight worthy opponents on-demand.
* Tutorial and Training Modes - Learn the ropes with guided tutorials, or practice on your own with a fully-featured, data-rich training room.
* Combo and Target Challenges - Test your skills in character-specific sets of combo trials and target-smashing obstacle courses.
* Pixel Lobby - An online visual lobby system that sets players free to interact and explore in a top-down overworld with nostalgic style. Customize your avatar with cosmetic items collected through various single-player and multiplayer modes.
* Salt Mines - A unique melding of fighting game and dungeon crawl that pits Pixel Lobby players against waves of predators and each other in a contest of glory... and hats!
* Story Mode (currently in development) - An episodic adventure where players travel with each champion in their quest to recover a magical key that will save the world of Fnum from vicious predators. Chapter 1 will be available with the release of version 1.0. Subsequent chapters will be added in the months following, free of charge. Collapse",80,generally favorable reviews,9,8,1,0,tbd,no user score yet,,,,,"Action, Fighting, 2D",2,E10+,#30 Best Xbox Series X Game of 2022
f1-manager-2022,https://www.metacritic.com/game/xbox-series-x/f1-manager-2022,Frontier Developments,Frontier Developments,"Aug 30, 2022","PC, PlayStation 4, PlayStation 5, Xbox One",Make your mark on Formula 1 in the officially licensed F1 Manager 2022. Be the boss of your chosen constructor and pick from a roster of 2022 drivers and staff.,80,generally favorable reviews,11,7,4,0,7.6,generally favorable reviews,7.0,2.0,0.0,0.0,"Racing, Simulation, Other",,E,"#31 Best Xbox Series X Game of 2022
#93 Most Discussed Xbox Series X Game of 2022"
lost-judgment,https://www.metacritic.com/game/xbox-series-x/lost-judgment,Sega,"Sega, Ryu ga Gotoku Studios","Sep 24, 2021","PC, PlayStation 4, PlayStation 5, Xbox One","SEIZE THE TRUTH - December 2021, Tokyo district court. Akihiro Ehara stands accused of groping a woman on a crowded train. A bystander’s video footage of his attempt to flee the scene and subsequent apprehension is all over the news, and public outcry demands a maximum sentence. “Three days ago, a dead body was found in an abandoned building in Yokohama. Have you identified it yet?” he proclaims as confusion cuts through the court room. His defense lawyer, Saori Shirosaki, has no doubt that crucial details of the situation have been overlooked, as Ehara was not even tried for the murder. She contacts detective Takayuki Yagami to investigate this further.

How could Ehara have committed two crimes at once? Was the sexual battery just a cover up? Has Ehara gamed the entire justice system? As victims surface and Yagami digs farther into the truth, he is faced with a question: Defend the law, or enact justice?

From just a single stumble, one can become a monster…

BRINGING JUSTICE AT THE EDGE OF THE LAW

Put Yagami’s distinct martial arts forms to the test in order get to the bottom of the case. Harness the Crane, Tiger, and new Snake stance, a graceful style that can deflect and return an opponent’s strikes, using their energy against them.

EVERYONE’S GOT A STORY

Employ Yagami’s arsenal of detective tricks with new gadgets, stealthily tracking suspects, and crafty methods of infiltration. Leave no stone unturned in pursuit of the truth as you take on cases in both Tokyo and Yokohama.
Collapse",80,generally favorable reviews,18,13,5,0,8.2,generally favorable reviews,41.0,16.0,1.0,0.0,"Action Adventure, Open-World",No Online Multiplayer,M,"#26 Best Xbox Series X Game of 2021
#36 Most Discussed Xbox Series X Game of 2021"
the-king-of-fighters-xv,https://www.metacritic.com/game/xbox-series-x/the-king-of-fighters-xv,"Koch Media , SNK Corporation",SNK Corporation,"Feb 14, 2022","PC, PlayStation 4, PlayStation 5","Since its debut in 1994, the KOF fighting game series has been driving the world to excitement with its appealing characters and unique game system. Six years have passed since the last title in the series, and now KOF XV surpasses all of its predecessors in terms of graphics, systems, and online experience! '- A total of 39 characters are participating! Classic popular characters, revived characters, new characters, and more! The most epic dream match in KOF history is about to begin!

- KOF's story reaches its climax!
The latest KOF Saga continues from the previous title in Story Mode. This time, the story is coming to an explosive climax!

- The culmination of the series' battle system
Inheriting the series' traditional 3-on-3 team battle, KOF XV also features a new system. Enjoy an unprecedented sense of speed and freshness!

- Easy and versatile online play
Rollback netcode has been adopted to reduce lag in online matches. There are also a variety of battle options that allow you to choose how you want to play!

- KOF is fully packed with content to enjoy
Includes a Gallery with movies and voices, and a new DJ STATION with over 300 popular songs from the KOF series and more. Collapse",79,generally favorable reviews,17,15,2,0,6.1,mixed or average reviews,34.0,8.0,1.0,2.0,"Action, Fighting, 2D",10,T,"#32 Best Xbox Series X Game of 2022
#56 Most Discussed Xbox Series X Game of 2022"
far-cry-6,https://www.metacritic.com/game/xbox-series-x/far-cry-6,Ubisoft,Ubisoft Toronto,"Oct 7, 2021","PC, PlayStation 4, PlayStation 5, Stadia, Xbox One","Far Cry 6 reveals a Caribbean island simmering with revolutionary tension. The title features actor Giancarlo Esposito (“Better Call Saul,” “The Boys,” “The Mandalorian”) as President Anton Castillo, the violent leader who grips the island of Yara with an iron fist, promising a return to its former glory. With an arsenal of weapons and allies at your back, you’ll take on Castillo’s regime and fight for the future of Yara. As Dani Rojas (playable as a female or male character), you will help stoke the fires of revolution through guerrilla warfare across the island of Yara, from verdant jungles to the urban streets of the capital city, Esperanza. You’ll use a powerful array of weapons and vehicles, and build a network of allies to fight alongside you, including Fangs for Hire like Chorizo, the dangerously distracting wiener dog. As President Castillo prepares his son Diego, played by Anthony Gonzalez (“Coco”), to succeed him, you will do all you can to ensure his plans don’t come to fruition. [Ubisoft] Collapse",79,generally favorable reviews,42,32,9,1,5.3,mixed or average reviews,294.0,46.0,17.0,66.0,"Action Adventure, Open-World",2,M,"#27 Best Xbox Series X Game of 2021
#12 Most Discussed Xbox Series X Game of 2021"
moonglow-bay,https://www.metacritic.com/game/xbox-series-x/moonglow-bay,Coatsink Software,Bunnyhug,"Oct 7, 2021","PC, Xbox One","In Moonglow Bay, you play as a rookie angler, working together with friends, family, and neighbours to hone your fishing skills, nourish relationships, and restore a remote town’s fractured community.",79,generally favorable reviews,11,7,4,0,4.8,generally unfavorable reviews,9.0,1.0,1.0,2.0,"Strategy, General, Management, Business / Tycoon",No Online Multiplayer,E,"#28 Best Xbox Series X Game of 2021
#62 Most Discussed Xbox Series X Game of 2021"
evil-genius-2-world-domination,https://www.metacritic.com/game/xbox-series-x/evil-genius-2-world-domination,"Rebellion , Sold Out",Rebellion,"Nov 30, 2021","PC, PlayStation 4, PlayStation 5, Xbox One","
Evil Genius 2 is a satirical spy-fi lair builder, where players take control of an Evil Genius and set their plans for world domination in motion. When it feels this good to be bad, the Forces of Justice don't stand a chance!

Build your own unique evil lair and cover operation, train a force of criminal minions, defend your lair from the Forces of Justice, and dominate the world with a doomsday device in this direct sequel to the 2004 cult classic! Collapse",79,generally favorable reviews,7,7,0,0,6.6,mixed or average reviews,11.0,3.0,0.0,1.0,"Strategy, Real-Time, General",No Online Multiplayer,T,"#29 Best Xbox Series X Game of 2021
#60 Most Discussed Xbox Series X Game of 2021"
metal-hellsinger,https://www.metacritic.com/game/xbox-series-x/metal-hellsinger,Funcom,The Outsiders,"Sep 15, 2022","PC, PlayStation 4, PlayStation 5, Xbox One","Strike terror into the hearts of demons and devils as you fight your way through eight Hells. Metal: Hellsinger is a rhythm FPS, brimming with diabolical enemies, powerful weapons, and metal music. Set out on an infernal journey in order to achieve the purest of goals: Vengeance.",79,generally favorable reviews,15,12,3,0,8.0,generally favorable reviews,43.0,12.0,2.0,2.0,"Action, Shooter, First-Person, Arcade",No Online Multiplayer,T,"#33 Best Xbox Series X Game of 2022
#44 Most Discussed Xbox Series X Game of 2022"
the-dark-pictures-anthology-the-devil-in-me,https://www.metacritic.com/game/xbox-series-x/the-dark-pictures-anthology-the-devil-in-me,Bandai Namco Games,Supermassive Games,"Nov 18, 2022","PC, PlayStation 4, PlayStation 5, Xbox One","
From the creators of Until Dawn

Switch between the perspective of 5 playable characters - All can live or die in your version of the story

Multiple ways to play including 2 player online coop mode

Hugely branching storyline that changes based on the decisions you make

Each game in The Dark Pictures Anthology is a complete and original story in its own right

3 ways to play!

Introducing multiplayer to The Dark Pictures Anthology!

1. Solo story
The complete terrifying story as a single player experience

2. Movie night mode
You and up to 4 friends will play the story together on the couch, each controlling a different character

And:
3. Shared story
2 player online co-operative mode. Play the whole story online with a friend, making choices that affect you both. Collapse",79,generally favorable reviews,11,7,4,0,6.6,mixed or average reviews,25.0,6.0,1.0,4.0,"Action Adventure, Adventure, 3D, Survival, Third-Person",2,M,"#34 Best Xbox Series X Game of 2022
#54 Most Discussed Xbox Series X Game of 2022"
south-of-the-circle,https://www.metacritic.com/game/xbox-series-x/south-of-the-circle,11 bit studios,State of Play Games,"Aug 3, 2022","iPhone/iPad, PC, PlayStation 4, PlayStation 5, Switch, Xbox One","Antarctica, 1964.

A crashed aircraft, tail to the sky. Cambridge academic Peter stumbles from the wreckage in search of help, fighting the cold. As his attempts to escape the ice grow more desperate, the lines between his past and present begin to blur. A love story between colleagues





… Expand",79,generally favorable reviews,8,7,1,0,tbd,no user score yet,1.0,0.0,0.0,2.0,"Adventure, General",No Online Multiplayer,T,"#35 Best Xbox Series X Game of 2022
#96 Most Discussed Xbox Series X Game of 2022"
klonoa-phantasy-reverie-series,https://www.metacritic.com/game/xbox-series-x/klonoa-phantasy-reverie-series,Bandai Namco Games,"Bandai Namco Games, MONKEYCRAFT Co. Ltd.","Jul 8, 2022","PC, PlayStation 4, PlayStation 5, Switch, Xbox One","Klonoa Phantasy Reverie Series brings back ""Klonoa: Door to Phantomile"" and ""Klonoa 2: Lunatea's Veil"" remastered in one collection to fans new and old. Get ready to set off on an adventure to save the world. Released initially in 1997 by Namco, Klonoa is a side-scrolling platformer featuring a colorful character roster and vibrant game world, it's up to you as Klonoa to embark on a journey to save Phantomile. For the franchise's momentous twenty-fifth birthday, Klonoa: Door to Phantomile and Klonoa 2: Lunatea's Veil are receiving the remaster treatment in a two-in-one set—titled KLONOA Phantasy Reverie Series slated to hit the Nintendo Switch™, PlayStation®5, PlayStation®4, Xbox Series X|S, Xbox One, and Steam. The graphics have received an elegant revamp while Klonoa's beloved world and classic gameplay have been faithfully preserved. The remaster also features an adjustable difficulty level, allowing franchise newcomers to delve right into the action, and long-time fans to get reacquainted with ease. Collapse",79,generally favorable reviews,10,9,1,0,8.5,generally favorable reviews,13.0,1.0,1.0,1.0,"Miscellaneous, Compilation",No Online Multiplayer,E10+,"#36 Best Xbox Series X Game of 2022
#85 Most Discussed Xbox Series X Game of 2022"
riders-republic,https://www.metacritic.com/game/xbox-series-x/riders-republic,Ubisoft,Ubisoft,"Oct 28, 2021","PC, PlayStation 4, PlayStation 5, Stadia, Xbox One","
Jump into the Riders Republic massive multiplayer playground! Meet and compete with other players, and ride hard with an exciting range of activities such as bike, ski, snowboard, wingsuit and rocket wingsuit.

Live out the rider's fantasy as you roam free in a huge, vibrant open world, always buzzing with other players around you. Immerse yourself in iconic American national parks including Bryce Canyon, Yosemite Valley, Mammoth Mountain... all mashed up for you to shred!

Squad up with your friends and compete in a wide range of multiplayer modes: feel the rush of downhill races, dominate maps in team vs team competitions, or give it your best shot in epic mass PvP races with more than 50 other players. Go all out. Join the madness! Collapse",79,generally favorable reviews,25,21,4,0,6.4,mixed or average reviews,38.0,8.0,0.0,3.0,"Sports, Individual, Other",,T,"#30 Best Xbox Series X Game of 2021
#49 Most Discussed Xbox Series X Game of 2021"
fifa-23,https://www.metacritic.com/game/xbox-series-x/fifa-23,Electronic Arts,"EA Sports, EA Canada","Sep 27, 2022","PC, PlayStation 4, PlayStation 5, Switch, Xbox One","In FIFA 23, cross-play will be available at launch in FUT Division Rivals (except Co-Op), FUT Champions, FUT Ultimate Online Draft, FUT Online Friendlies (except Co-Op), FUT Play a Friend, Online Friendlies, Online Seasons (except Co-Op Seasons) and the Virtual Bundesliga competitive game mode that is available to players based in Germany. Cross-play is initially enabled for all players when launching FIFA 23 for the first time, provided the platform level settings allow for it, and it can be opted out of at any time (more on that later in this article). Collapse",79,generally favorable reviews,18,16,2,0,2.6,generally unfavorable reviews,69.0,6.0,2.0,23.0,"Sports, Team, Soccer, Sim",22,E,"#37 Best Xbox Series X Game of 2022
#30 Most Discussed Xbox Series X Game of 2022"
nobody-saves-the-world,https://www.metacritic.com/game/xbox-series-x/nobody-saves-the-world,DrinkBox Studios,DrinkBox Studios,"Jan 18, 2022","PC, PlayStation 4, PlayStation 5, Switch, Xbox One","From the developers of Guacamelee! 1 + 2 comes Nobody Saves the World, a new twist on Action RPGs, in which you play many different character Forms, each with their own unique gameplay mechanics.",79,generally favorable reviews,21,17,4,0,8.0,generally favorable reviews,71.0,19.0,3.0,1.0,"Role-Playing, Action RPG",2,T,"#38 Best Xbox Series X Game of 2022
#37 Most Discussed Xbox Series X Game of 2022"
cris-tales,https://www.metacritic.com/game/xbox-series-x/cris-tales,Modus Games,Dreams Uncorporated,"Jul 20, 2021","PC, PlayStation 4, PlayStation 5, Stadia, Switch, Xbox One","Cris Tales is a gorgeous, indie love letter to classic JRPGs with a new perspective. Peer into the past, act in the present, and watch as your choices dynamically change the future -- all on one screen as you play! Join the newly awakened Time Mage Crisbell and her fantastical companions on their journey across a dark, fairytale world facing a grim future.

Crisbell must embark across Crystallis and the four Kingdoms in a bid to stop the powerful Time Empress and rewrite the future of the world and all those living in it. Along the way, she'll meet and recruit powerful allies with their own unique stories and skills like Matias the Frog and Willhelm the Child Mage.

As she explores the world and meets her unique companions, Crisbell will have to make choices with far-reaching consequences for the people she meets consequences that will impact the world you'll experience in real-time throughout your journey. Each companion will be invaluable as you face these choices and the myriad enemies who stand in your way. Will you buffet them with attacks, or discover creative ways to use Crisbell's time powers to alter the reality of each fight?
Key Features

> A Love Letter to Classic JRPGs
Inspired by timeless JRPGs like Chrono Trigger, Final Fantasy VI, Valkyrie Profile, and modern classics like Bravely Default and Persona 5, meet and recruit a unique cast of teammates, challenge myriad enemies, and make your way through an expansive world.

> Experience the Past, Present, and Future Simultaneously
Peer into and learn from the past, decide on actions in the present, and alter the course of the future in ways that will reshape the world dynamically depending on the choices you make.

> Master Strategic Turn-Based Combat
Warp your enemies into the past or future, synchronize attacks for enhanced group abilities, and master the timing of attack and defense to go beyond your party's limits in combat.

> Uncover a Fascinating Story & Characters
The Empress' plot to destroy the world is complex and layered. Use your wits and recruit powerful allies throughout the world to uncover and undo her multi-faceted web and make your way to the True Ending of this enchanting tale.

> Discover a Beautiful World
Climb aboard an airship or boat and traverse this handcrafted, dark fairytale world. From the shining kingdom of Crystallis to the slums of Vinez, discover each unique location and shape its future. Collapse",79,generally favorable reviews,10,9,1,0,7.5,generally favorable reviews,31.0,5.0,1.0,1.0,"Role-Playing, Japanese-Style",No Online Multiplayer,T,"#31 Best Xbox Series X Game of 2021
#55 Most Discussed Xbox Series X Game of 2021"
